Load Profile,       Date, 1:00 AM, 2:00 AM, 3:00 AM, 4:00 AM, 5:00 AM, 6:00 AM, 7:00 AM, 8:00 AM, 9:00 AM,10:00 AM,11:00 AM,12:00 PM, 1:00 PM, 2:00 PM, 3:00 PM, 4:00 PM, 5:00 PM, 6:00 PM, 7:00 PM, 8:00 PM, 9:00 PM,10:00 PM,11:00 PM,12:00 AM
TOU-GS      , 04/09/2015,  87.412,  85.514,  85.718,  90.683, 103.533, 122.798, 137.297, 149.276, 155.488, 160.576, 163.398, 164.592, 166.984, 165.081, 158.042, 149.184, 140.649, 130.615, 128.435, 124.275, 116.149, 105.165,  96.436,  90.255
TOU-GS      , 04/10/2015,  87.087,  85.018,  85.089,  89.854, 101.697, 119.369, 132.847, 144.734, 151.657, 157.497, 160.807, 162.211, 164.409, 161.988, 154.246, 145.758, 137.595, 127.350, 124.841, 120.942, 113.169, 102.120,  93.150,  86.835
TOU-GS      , 04/11/2015,  83.505,  81.608,  81.026,  82.734,  87.877,  94.470,  97.038, 102.386, 106.766, 110.274, 111.883, 112.131, 110.782, 109.586, 108.424, 107.101, 105.265, 103.535, 104.630, 102.666,  97.604,  90.039,  83.582,  79.344
TOU-GS      , 04/12/2015,  77.213,  76.114,  75.797,  76.835,  79.391,  82.720,  84.280,  87.574,  90.274,  93.389,  96.096,  97.607,  98.436,  98.873,  98.860,  98.516,  97.712,  96.801,  98.022,  95.390,  90.565,  85.797,  82.015,  79.148
TOU-GS      , 04/13/2015,  77.710,  77.657,  79.187,  85.755, 100.155, 120.257, 135.230, 147.653, 153.868, 159.001, 162.020, 163.771, 166.368, 164.464, 157.090, 148.299, 139.737, 129.567, 127.369, 123.255, 115.469, 104.757,  96.158,  90.072
TOU-GS      , 04/14/2015,  86.559,  84.801,  85.131,  90.131, 103.061, 122.388, 136.858, 148.793, 154.839, 160.043, 163.340, 165.202, 168.126, 166.298, 158.880, 149.891, 141.077, 130.663, 128.596, 124.512, 116.466, 105.479,  96.818,  90.597
TOU-GS      , 04/15/2015,  87.158,  85.357,  85.591,  90.670, 103.686, 123.093, 137.500, 149.479, 155.809, 161.121, 164.304, 166.159, 168.405, 166.143, 159.163, 150.453, 141.730, 131.420, 129.321, 125.021, 116.769, 106.044,  97.106,  90.869
TOU-GS      , 04/16/2015,  87.412,  85.514,  85.718,  90.683, 103.533, 122.798, 137.297, 149.276, 155.488, 160.576, 163.398, 164.592, 166.984, 165.081, 158.042, 149.184, 140.649, 130.615, 128.435, 124.275, 116.149, 105.165,  96.436,  90.255
TOU-GS      , 04/17/2015,  87.087,  85.018,  85.089,  89.854, 101.697, 119.369, 132.847, 144.734, 151.657, 157.497, 160.807, 162.211, 164.409, 161.988, 154.246, 145.758, 137.595, 127.350, 124.841, 120.942, 113.169, 102.120,  93.150,  86.835
TOU-GS      , 04/18/2015,  83.505,  81.608,  81.026,  82.734,  87.877,  94.470,  97.038, 102.386, 106.766, 110.274, 111.883, 112.131, 110.782, 109.586, 108.424, 107.101, 105.265, 103.535, 104.630, 102.666,  97.604,  90.039,  83.582,  79.344
TOU-GS      , 04/19/2015,  77.213,  76.114,  75.797,  76.835,  79.391,  82.720,  84.280,  87.574,  90.274,  93.389,  96.096,  97.607,  98.436,  98.873,  98.860,  98.516,  97.712,  96.801,  98.022,  95.390,  90.565,  85.797,  82.015,  79.148
TOU-GS      , 04/20/2015,  77.710,  77.657,  79.187,  85.755, 100.155, 120.257, 135.230, 147.653, 153.868, 159.001, 162.020, 163.771, 166.368, 164.464, 157.090, 148.299, 139.737, 129.567, 127.369, 123.255, 115.469, 104.757,  96.158,  90.072
TOU-GS      , 04/21/2015,  86.559,  84.801,  85.131,  90.131, 103.061, 122.388, 136.858, 148.793, 154.839, 160.043, 163.340, 165.202, 168.126, 166.298, 158.880, 149.891, 141.077, 130.663, 128.596, 124.512, 116.466, 105.479,  96.818,  90.597
TOU-GS      , 04/22/2015,  87.158,  85.357,  85.591,  90.670, 103.686, 123.093, 137.500, 149.479, 155.809, 161.121, 164.304, 166.159, 168.405, 166.143, 159.163, 150.453, 141.730, 131.420, 129.321, 125.021, 116.769, 106.044,  97.106,  90.869
TOU-GS      , 04/23/2015,  87.412,  85.514,  85.718,  90.683, 103.533, 122.798, 137.297, 149.276, 155.488, 160.576, 163.398, 164.592, 166.984, 165.081, 158.042, 149.184, 140.649, 130.615, 128.435, 124.275, 116.149, 105.165,  96.436,  90.255
TOU-GS      , 04/24/2015,  87.087,  85.018,  85.089,  89.854, 101.697, 119.369, 132.847, 144.734, 151.657, 157.497, 160.807, 162.211, 164.409, 161.988, 154.246, 145.758, 137.595, 127.350, 124.841, 120.942, 113.169, 102.120,  93.150,  86.835
TOU-GS      , 04/25/2015,  83.505,  81.608,  81.026,  82.734,  87.877,  94.470,  97.038, 102.386, 106.766, 110.274, 111.883, 112.131, 110.782, 109.586, 108.424, 107.101, 105.265, 103.535, 104.630, 102.666,  97.604,  90.039,  83.582,  79.344
TOU-GS      , 04/26/2015,  77.213,  76.114,  75.797,  76.835,  79.391,  82.720,  84.280,  87.574,  90.274,  93.389,  96.096,  97.607,  98.436,  98.873,  98.860,  98.516,  97.712,  96.801,  98.022,  95.390,  90.565,  85.797,  82.015,  79.148
TOU-GS      , 04/27/2015,  77.710,  77.657,  79.187,  85.755, 100.155, 120.257, 135.230, 147.653, 153.868, 159.001, 162.020, 163.771, 166.368, 164.464, 157.090, 148.299, 139.737, 129.567, 127.369, 123.255, 115.469, 104.757,  96.158,  90.072
TOU-GS      , 04/28/2015,  86.559,  84.801,  85.131,  90.131, 103.061, 122.388, 136.858, 148.793, 154.839, 160.043, 163.340, 165.202, 168.126, 166.298, 158.880, 149.891, 141.077, 130.663, 128.596, 124.512, 116.466, 105.479,  96.818,  90.597
TOU-GS      , 04/29/2015,  87.158,  85.357,  85.591,  90.670, 103.686, 123.093, 137.500, 149.479, 155.809, 161.121, 164.304, 166.159, 168.405, 166.143, 159.163, 150.453, 141.730, 131.420, 129.321, 125.021, 116.769, 106.044,  97.106,  90.869
TOU-GS      , 04/30/2015,  87.412,  85.514,  85.718,  90.683, 103.533, 122.798, 137.297, 149.276, 155.488, 160.576, 163.398, 164.592, 166.984, 165.081, 158.042, 149.184, 140.649, 130.615, 128.435, 124.275, 116.149, 105.165,  96.436,  90.255
TOU-GS      , 05/01/2015,  89.660,  87.388,  87.365,  92.403, 104.682, 122.110, 138.305, 152.534, 161.206, 168.146, 172.060, 173.341, 175.953, 173.267, 164.501, 154.630, 145.352, 133.528, 128.364, 125.776, 117.471, 105.722,  96.047,  89.283
TOU-GS      , 05/02/2015,  85.397,  83.175,  82.495,  84.122,  88.951,  94.332,  98.454, 104.311, 108.993, 112.734, 114.509, 114.951, 113.712, 112.744, 111.704, 110.411, 108.311, 106.056, 105.404, 104.842,  99.722,  91.902,  85.124,  80.695
TOU-GS      , 05/03/2015,  78.236,  76.951,  76.566,  77.492,  79.787,  81.998,  85.355,  89.560,  92.960,  96.565,  99.731, 101.395, 102.475, 103.129, 103.332, 103.163, 102.262, 100.909,  99.990,  98.477,  93.044,  87.696,  83.507,  80.331
TOU-GS      , 05/04/2015,  79.714,  79.359,  80.815,  87.582, 102.100, 121.599, 140.534, 156.898, 166.172, 173.706, 178.081, 180.002, 183.196, 180.918, 171.552, 160.592, 150.328, 137.700, 132.358, 129.100, 120.388, 108.524,  99.281,  92.888
TOU-GS      , 05/05/2015,  86.993,  85.243,  85.590,  90.978, 104.347, 123.339, 141.354, 156.695, 165.452, 172.309, 176.493, 178.387, 181.484, 179.320, 170.589, 160.197, 150.153, 138.057, 132.626, 129.456, 120.658, 108.746,  99.585,  93.136
TOU-GS      , 05/06/2015,  89.657,  87.530,  87.689,  92.956, 106.098, 124.865, 142.298, 157.450, 166.708, 174.187, 178.641, 180.545, 183.418, 181.195, 172.939, 162.470, 152.441, 139.942, 134.277, 130.752, 121.680, 109.795, 100.419,  93.814
TOU-GS      , 05/07/2015,  90.144,  87.989,  88.011,  93.209, 106.246, 124.991, 142.315, 157.281, 166.220, 173.552, 178.154, 180.366, 183.747, 181.764, 173.192, 162.615, 152.392, 139.986, 134.299, 130.553, 121.443, 109.385, 100.104,  93.595
TOU-GS      , 05/08/2015,  89.660,  87.388,  87.365,  92.403, 104.682, 122.110, 138.305, 152.534, 161.206, 168.146, 172.060, 173.341, 175.953, 173.267, 164.501, 154.630, 145.352, 133.528, 128.364, 125.776, 117.471, 105.722,  96.047,  89.283
TOU-GS      , 05/09/2015,  85.397,  83.175,  82.495,  84.122,  88.951,  94.332,  98.454, 104.311, 108.993, 112.734, 114.509, 114.951, 113.712, 112.744, 111.704, 110.411, 108.311, 106.056, 105.404, 104.842,  99.722,  91.902,  85.124,  80.695
TOU-GS      , 05/10/2015,  78.236,  76.951,  76.566,  77.492,  79.787,  81.998,  85.355,  89.560,  92.960,  96.565,  99.731, 101.395, 102.475, 103.129, 103.332, 103.163, 102.262, 100.909,  99.990,  98.477,  93.044,  87.696,  83.507,  80.331
TOU-GS      , 05/11/2015,  79.714,  79.359,  80.815,  87.582, 102.100, 121.599, 140.534, 156.898, 166.172, 173.706, 178.081, 180.002, 183.196, 180.918, 171.552, 160.592, 150.328, 137.700, 132.358, 129.100, 120.388, 108.524,  99.281,  92.888
TOU-GS      , 05/12/2015,  86.993,  85.243,  85.590,  90.978, 104.347, 123.339, 141.354, 156.695, 165.452, 172.309, 176.493, 178.387, 181.484, 179.320, 170.589, 160.197, 150.153, 138.057, 132.626, 129.456, 120.658, 108.746,  99.585,  93.136
TOU-GS      , 05/13/2015,  89.657,  87.530,  87.689,  92.956, 106.098, 124.865, 142.298, 157.450, 166.708, 174.187, 178.641, 180.545, 183.418, 181.195, 172.939, 162.470, 152.441, 139.942, 134.277, 130.752, 121.680, 109.795, 100.419,  93.814
TOU-GS      , 05/14/2015,  90.144,  87.989,  88.011,  93.209, 106.246, 124.991, 142.315, 157.281, 166.220, 173.552, 178.154, 180.366, 183.747, 181.764, 173.192, 162.615, 152.392, 139.986, 134.299, 130.553, 121.443, 109.385, 100.104,  93.595
TOU-GS      , 05/15/2015,  89.660,  87.388,  87.365,  92.403, 104.682, 122.110, 138.305, 152.534, 161.206, 168.146, 172.060, 173.341, 175.953, 173.267, 164.501, 154.630, 145.352, 133.528, 128.364, 125.776, 117.471, 105.722,  96.047,  89.283
TOU-GS      , 05/16/2015,  85.397,  83.175,  82.495,  84.122,  88.951,  94.332,  98.454, 104.311, 108.993, 112.734, 114.509, 114.951, 113.712, 112.744, 111.704, 110.411, 108.311, 106.056, 105.404, 104.842,  99.722,  91.902,  85.124,  80.695
TOU-GS      , 05/17/2015,  78.236,  76.951,  76.566,  77.492,  79.787,  81.998,  85.355,  89.560,  92.960,  96.565,  99.731, 101.395, 102.475, 103.129, 103.332, 103.163, 102.262, 100.909,  99.990,  98.477,  93.044,  87.696,  83.507,  80.331
TOU-GS      , 05/18/2015,  79.714,  79.359,  80.815,  87.582, 102.100, 121.599, 140.534, 156.898, 166.172, 173.706, 178.081, 180.002, 183.196, 180.918, 171.552, 160.592, 150.328, 137.700, 132.358, 129.100, 120.388, 108.524,  99.281,  92.888
TOU-GS      , 05/19/2015,  86.993,  85.243,  85.590,  90.978, 104.347, 123.339, 141.354, 156.695, 165.452, 172.309, 176.493, 178.387, 181.484, 179.320, 170.589, 160.197, 150.153, 138.057, 132.626, 129.456, 120.658, 108.746,  99.585,  93.136
TOU-GS      , 05/20/2015,  89.657,  87.530,  87.689,  92.956, 106.098, 124.865, 142.298, 157.450, 166.708, 174.187, 178.641, 180.545, 183.418, 181.195, 172.939, 162.470, 152.441, 139.942, 134.277, 130.752, 121.680, 109.795, 100.419,  93.814
TOU-GS      , 05/21/2015,  90.144,  87.989,  88.011,  93.209, 106.246, 124.991, 142.315, 157.281, 166.220, 173.552, 178.154, 180.366, 183.747, 181.764, 173.192, 162.615, 152.392, 139.986, 134.299, 130.553, 121.443, 109.385, 100.104,  93.595
TOU-GS      , 05/22/2015,  89.660,  87.388,  87.365,  92.403, 104.682, 122.110, 138.305, 152.534, 161.206, 168.146, 172.060, 173.341, 175.953, 173.267, 164.501, 154.630, 145.352, 133.528, 128.364, 125.776, 117.471, 105.722,  96.047,  89.283
TOU-GS      , 05/23/2015,  85.397,  83.175,  82.495,  84.122,  88.951,  94.332,  98.454, 104.311, 108.993, 112.734, 114.509, 114.951, 113.712, 112.744, 111.704, 110.411, 108.311, 106.056, 105.404, 104.842,  99.722,  91.902,  85.124,  80.695
TOU-GS      , 05/24/2015,  78.236,  76.951,  76.566,  77.492,  79.787,  81.998,  85.355,  89.560,  92.960,  96.565,  99.731, 101.395, 102.475, 103.129, 103.332, 103.163, 102.262, 100.909,  99.990,  98.477,  93.044,  87.696,  83.507,  80.331
TOU-GS      , 05/25/2015,  75.600,  74.773,  75.076,  77.726,  82.113,  86.563,  90.486,  95.061,  99.580, 104.200, 107.329, 109.923, 112.371, 113.802, 113.815, 112.738, 110.255, 105.534, 102.987, 102.609,  96.986,  89.602,  84.064,  80.386
TOU-GS      , 05/26/2015,  86.993,  85.243,  85.590,  90.978, 104.347, 123.339, 141.354, 156.695, 165.452, 172.309, 176.493, 178.387, 181.484, 179.320, 170.589, 160.197, 150.153, 138.057, 132.626, 129.456, 120.658, 108.746,  99.585,  93.136
TOU-GS      , 05/27/2015,  89.657,  87.530,  87.689,  92.956, 106.098, 124.865, 142.298, 157.450, 166.708, 174.187, 178.641, 180.545, 183.418, 181.195, 172.939, 162.470, 152.441, 139.942, 134.277, 130.752, 121.680, 109.795, 100.419,  93.814
TOU-GS      , 05/28/2015,  90.144,  87.989,  88.011,  93.209, 106.246, 124.991, 142.315, 157.281, 166.220, 173.552, 178.154, 180.366, 183.747, 181.764, 173.192, 162.615, 152.392, 139.986, 134.299, 130.553, 121.443, 109.385, 100.104,  93.595
TOU-GS      , 05/29/2015,  89.660,  87.388,  87.365,  92.403, 104.682, 122.110, 138.305, 152.534, 161.206, 168.146, 172.060, 173.341, 175.953, 173.267, 164.501, 154.630, 145.352, 133.528, 128.364, 125.776, 117.471, 105.722,  96.047,  89.283
TOU-GS      , 05/30/2015,  85.397,  83.175,  82.495,  84.122,  88.951,  94.332,  98.454, 104.311, 108.993, 112.734, 114.509, 114.951, 113.712, 112.744, 111.704, 110.411, 108.311, 106.056, 105.404, 104.842,  99.722,  91.902,  85.124,  80.695
TOU-GS      , 05/31/2015,  78.236,  76.951,  76.566,  77.492,  79.787,  81.998,  85.355,  89.560,  92.960,  96.565,  99.731, 101.395, 102.475, 103.129, 103.332, 103.163, 102.262, 100.909,  99.990,  98.477,  93.044,  87.696,  83.507,  80.331
TOU-GS      , 06/01/2015,  81.152,  80.803,  82.517,  89.744, 104.534, 123.759, 140.018, 152.627, 160.449, 167.175, 171.271, 173.135, 175.957, 175.069, 169.779, 161.969, 152.841, 140.414, 133.578, 130.726, 122.547, 110.767, 101.356,  94.746
TOU-GS      , 06/02/2015,  90.991,  88.842,  89.130,  94.633, 107.737, 126.650, 142.505, 154.892, 163.118, 170.354, 174.399, 176.002, 178.632, 177.425, 172.032, 164.065, 154.690, 142.255, 135.317, 132.330, 123.891, 111.766, 102.299,  95.654
TOU-GS      , 06/03/2015,  91.510,  89.256,  89.463,  94.951, 108.024, 126.733, 142.520, 154.745, 162.533, 169.392, 173.408, 174.824, 177.309, 176.305, 171.354, 163.808, 154.718, 142.407, 135.513, 132.480, 123.878, 111.979, 102.440,  95.858
TOU-GS      , 06/04/2015,  92.045,  89.722,  89.846,  95.189, 108.080, 126.557, 142.490, 154.997, 163.021, 169.780, 173.712, 175.204, 177.916, 176.953, 171.999, 164.357, 155.217, 142.871, 135.915, 132.812, 124.147, 111.888, 102.460,  95.860
TOU-GS      , 06/05/2015,  92.067,  89.729,  89.753,  95.119, 107.417, 124.887, 139.861, 151.840, 159.749, 166.465, 170.042, 170.937, 172.819, 170.901, 165.147, 157.864, 149.499, 137.535, 131.024, 128.724, 120.760, 108.763,  98.701,  91.915
TOU-GS      , 06/06/2015,  88.163,  85.803,  85.144,  87.021,  92.189,  98.549, 103.795, 110.326, 115.684, 120.135, 122.535, 123.244, 122.066, 120.930, 119.821, 118.417, 116.157, 113.314, 110.872, 109.974, 104.468,  96.043,  88.600,  83.765
TOU-GS      , 06/07/2015,  81.062,  79.656,  79.156,  80.146,  82.191,  84.767,  89.149,  94.177,  98.397, 102.822, 106.527, 108.436, 109.679, 110.503, 110.766, 110.638, 109.508, 107.602, 105.074, 103.216,  97.586,  91.717,  87.111,  83.617
TOU-GS      , 06/08/2015,  81.152,  80.803,  82.517,  89.744, 104.534, 123.759, 140.018, 152.627, 160.449, 167.175, 171.271, 173.135, 175.957, 175.069, 169.779, 161.969, 152.841, 140.414, 133.578, 130.726, 122.547, 110.767, 101.356,  94.746
TOU-GS      , 06/09/2015,  90.991,  88.842,  89.130,  94.633, 107.737, 126.650, 142.505, 154.892, 163.118, 170.354, 174.399, 176.002, 178.632, 177.425, 172.032, 164.065, 154.690, 142.255, 135.317, 132.330, 123.891, 111.766, 102.299,  95.654
TOU-GS      , 06/10/2015,  91.510,  89.256,  89.463,  94.951, 108.024, 126.733, 142.520, 154.745, 162.533, 169.392, 173.408, 174.824, 177.309, 176.305, 171.354, 163.808, 154.718, 142.407, 135.513, 132.480, 123.878, 111.979, 102.440,  95.858
TOU-GS      , 06/11/2015,  92.045,  89.722,  89.846,  95.189, 108.080, 126.557, 142.490, 154.997, 163.021, 169.780, 173.712, 175.204, 177.916, 176.953, 171.999, 164.357, 155.217, 142.871, 135.915, 132.812, 124.147, 111.888, 102.460,  95.860
TOU-GS      , 06/12/2015,  92.067,  89.729,  89.753,  95.119, 107.417, 124.887, 139.861, 151.840, 159.749, 166.465, 170.042, 170.937, 172.819, 170.901, 165.147, 157.864, 149.499, 137.535, 131.024, 128.724, 120.760, 108.763,  98.701,  91.915
TOU-GS      , 06/13/2015,  88.163,  85.803,  85.144,  87.021,  92.189,  98.549, 103.795, 110.326, 115.684, 120.135, 122.535, 123.244, 122.066, 120.930, 119.821, 118.417, 116.157, 113.314, 110.872, 109.974, 104.468,  96.043,  88.600,  83.765
TOU-GS      , 06/14/2015,  81.062,  79.656,  79.156,  80.146,  82.191,  84.767,  89.149,  94.177,  98.397, 102.822, 106.527, 108.436, 109.679, 110.503, 110.766, 110.638, 109.508, 107.602, 105.074, 103.216,  97.586,  91.717,  87.111,  83.617
TOU-GS      , 06/15/2015,  81.152,  80.803,  82.517,  89.744, 104.534, 123.759, 140.018, 152.627, 160.449, 167.175, 171.271, 173.135, 175.957, 175.069, 169.779, 161.969, 152.841, 140.414, 133.578, 130.726, 122.547, 110.767, 101.356,  94.746
TOU-GS      , 06/16/2015,  90.991,  88.842,  89.130,  94.633, 107.737, 126.650, 142.505, 154.892, 163.118, 170.354, 174.399, 176.002, 178.632, 177.425, 172.032, 164.065, 154.690, 142.255, 135.317, 132.330, 123.891, 111.766, 102.299,  95.654
TOU-GS      , 06/17/2015,  91.510,  89.256,  89.463,  94.951, 108.024, 126.733, 142.520, 154.745, 162.533, 169.392, 173.408, 174.824, 177.309, 176.305, 171.354, 163.808, 154.718, 142.407, 135.513, 132.480, 123.878, 111.979, 102.440,  95.858
TOU-GS      , 06/18/2015,  92.045,  89.722,  89.846,  95.189, 108.080, 126.557, 142.490, 154.997, 163.021, 169.780, 173.712, 175.204, 177.916, 176.953, 171.999, 164.357, 155.217, 142.871, 135.915, 132.812, 124.147, 111.888, 102.460,  95.860
TOU-GS      , 06/19/2015,  92.067,  89.729,  89.753,  95.119, 107.417, 124.887, 139.861, 151.840, 159.749, 166.465, 170.042, 170.937, 172.819, 170.901, 165.147, 157.864, 149.499, 137.535, 131.024, 128.724, 120.760, 108.763,  98.701,  91.915
TOU-GS      , 06/20/2015,  88.163,  85.803,  85.144,  87.021,  92.189,  98.549, 103.795, 110.326, 115.684, 120.135, 122.535, 123.244, 122.066, 120.930, 119.821, 118.417, 116.157, 113.314, 110.872, 109.974, 104.468,  96.043,  88.600,  83.765
TOU-GS      , 06/21/2015,  81.062,  79.656,  79.156,  80.146,  82.191,  84.767,  89.149,  94.177,  98.397, 102.822, 106.527, 108.436, 109.679, 110.503, 110.766, 110.638, 109.508, 107.602, 105.074, 103.216,  97.586,  91.717,  87.111,  83.617
TOU-GS      , 06/22/2015,  81.152,  80.803,  82.517,  89.744, 104.534, 123.759, 140.018, 152.627, 160.449, 167.175, 171.271, 173.135, 175.957, 175.069, 169.779, 161.969, 152.841, 140.414, 133.578, 130.726, 122.547, 110.767, 101.356,  94.746
TOU-GS      , 06/23/2015,  90.991,  88.842,  89.130,  94.633, 107.737, 126.650, 142.505, 154.892, 163.118, 170.354, 174.399, 176.002, 178.632, 177.425, 172.032, 164.065, 154.690, 142.255, 135.317, 132.330, 123.891, 111.766, 102.299,  95.654
TOU-GS      , 06/24/2015,  91.510,  89.256,  89.463,  94.951, 108.024, 126.733, 142.520, 154.745, 162.533, 169.392, 173.408, 174.824, 177.309, 176.305, 171.354, 163.808, 154.718, 142.407, 135.513, 132.480, 123.878, 111.979, 102.440,  95.858
TOU-GS      , 06/25/2015,  92.045,  89.722,  89.846,  95.189, 108.080, 126.557, 142.490, 154.997, 163.021, 169.780, 173.712, 175.204, 177.916, 176.953, 171.999, 164.357, 155.217, 142.871, 135.915, 132.812, 124.147, 111.888, 102.460,  95.860
TOU-GS      , 06/26/2015,  92.067,  89.729,  89.753,  95.119, 107.417, 124.887, 139.861, 151.840, 159.749, 166.465, 170.042, 170.937, 172.819, 170.901, 165.147, 157.864, 149.499, 137.535, 131.024, 128.724, 120.760, 108.763,  98.701,  91.915
TOU-GS      , 06/27/2015,  88.163,  85.803,  85.144,  87.021,  92.189,  98.549, 103.795, 110.326, 115.684, 120.135, 122.535, 123.244, 122.066, 120.930, 119.821, 118.417, 116.157, 113.314, 110.872, 109.974, 104.468,  96.043,  88.600,  83.765
TOU-GS      , 06/28/2015,  81.062,  79.656,  79.156,  80.146,  82.191,  84.767,  89.149,  94.177,  98.397, 102.822, 106.527, 108.436, 109.679, 110.503, 110.766, 110.638, 109.508, 107.602, 105.074, 103.216,  97.586,  91.717,  87.111,  83.617
TOU-GS      , 06/29/2015,  81.152,  80.803,  82.517,  89.744, 104.534, 123.759, 140.018, 152.627, 160.449, 167.175, 171.271, 173.135, 175.957, 175.069, 169.779, 161.969, 152.841, 140.414, 133.578, 130.726, 122.547, 110.767, 101.356,  94.746
TOU-GS      , 06/30/2015,  90.991,  88.842,  89.130,  94.633, 107.737, 126.650, 142.505, 154.892, 163.118, 170.354, 174.399, 176.002, 178.632, 177.425, 172.032, 164.065, 154.690, 142.255, 135.317, 132.330, 123.891, 111.766, 102.299,  95.654
TOU-GS      , 07/01/2015,  95.155,  92.816,  93.264,  99.120, 113.380, 132.664, 147.907, 159.286, 167.658, 174.979, 179.083, 180.617, 182.579, 181.226, 176.724, 169.680, 160.625, 147.760, 140.574, 137.255, 128.287, 115.838, 105.826,  98.852
TOU-GS      , 07/02/2015,  94.222,  92.078,  92.523,  98.364, 112.725, 132.193, 147.459, 158.429, 166.258, 173.086, 176.930, 178.099, 180.272, 178.991, 174.947, 168.563, 159.808, 147.298, 140.269, 136.991, 128.234, 115.572, 106.006,  99.272
TOU-GS      , 07/03/2015,  94.399,  92.131,  92.358,  97.990, 111.221, 128.989, 142.668, 152.923, 160.404, 167.113, 170.938, 172.224, 174.259, 173.089, 169.409, 163.579, 155.498, 142.834, 135.411, 132.413, 124.077, 111.503, 101.376,  94.393
TOU-GS      , 07/04/2015,  88.571,  86.333,  85.903,  88.297,  93.718,  99.830, 104.038, 108.804, 114.092, 119.174, 122.716, 125.004, 126.960, 127.723, 127.323, 125.388, 122.003, 115.391, 109.782, 107.920, 101.654,  94.820,  89.417,  85.684
TOU-GS      , 07/05/2015,  83.562,  81.991,  81.388,  82.284,  84.705,  87.506,  92.193,  97.921, 102.987, 108.218, 112.725, 115.048, 116.543, 117.321, 117.602, 117.394, 116.083, 113.667, 110.497, 108.074, 101.885,  95.626,  90.645,  86.659
TOU-GS      , 07/06/2015,  85.254,  84.809,  86.890,  94.829, 110.875, 130.488, 146.535, 158.841, 167.593, 175.059, 179.412, 180.968, 183.177, 182.137, 177.945, 171.020, 161.720, 148.124, 140.185, 136.721, 127.812, 115.207, 105.525,  98.653
TOU-GS      , 07/07/2015,  94.221,  92.056,  92.568,  98.435, 112.931, 132.359, 148.046, 159.786, 168.178, 175.663, 179.891, 181.175, 183.147, 181.734, 177.391, 170.607, 161.291, 148.035, 140.482, 137.110, 128.172, 115.479, 105.695,  98.731
TOU-GS      , 07/08/2015,  95.155,  92.816,  93.264,  99.120, 113.380, 132.664, 147.907, 159.286, 167.658, 174.979, 179.083, 180.617, 182.579, 181.226, 176.724, 169.680, 160.625, 147.760, 140.574, 137.255, 128.287, 115.838, 105.826,  98.852
TOU-GS      , 07/09/2015,  94.222,  92.078,  92.523,  98.364, 112.725, 132.193, 147.459, 158.429, 166.258, 173.086, 176.930, 178.099, 180.272, 178.991, 174.947, 168.563, 159.808, 147.298, 140.269, 136.991, 128.234, 115.572, 106.006,  99.272
TOU-GS      , 07/10/2015,  94.399,  92.131,  92.358,  97.990, 111.221, 128.989, 142.668, 152.923, 160.404, 167.113, 170.938, 172.224, 174.259, 173.089, 169.409, 163.579, 155.498, 142.834, 135.411, 132.413, 124.077, 111.503, 101.376,  94.393
TOU-GS      , 07/11/2015,  90.557,  88.033,  87.203,  88.925,  94.195, 100.705, 106.655, 114.193, 120.555, 125.866, 128.962, 129.999, 128.655, 127.400, 126.293, 124.821, 122.289, 119.034, 116.001, 114.572, 108.568,  99.275,  91.421,  86.383
TOU-GS      , 07/12/2015,  83.562,  81.991,  81.388,  82.284,  84.705,  87.506,  92.193,  97.921, 102.987, 108.218, 112.725, 115.048, 116.543, 117.321, 117.602, 117.394, 116.083, 113.667, 110.497, 108.074, 101.885,  95.626,  90.645,  86.659
TOU-GS      , 07/13/2015,  85.254,  84.809,  86.890,  94.829, 110.875, 130.488, 146.535, 158.841, 167.593, 175.059, 179.412, 180.968, 183.177, 182.137, 177.945, 171.020, 161.720, 148.124, 140.185, 136.721, 127.812, 115.207, 105.525,  98.653
TOU-GS      , 07/14/2015,  94.221,  92.056,  92.568,  98.435, 112.931, 132.359, 148.046, 159.786, 168.178, 175.663, 179.891, 181.175, 183.147, 181.734, 177.391, 170.607, 161.291, 148.035, 140.482, 137.110, 128.172, 115.479, 105.695,  98.731
TOU-GS      , 07/15/2015,  95.155,  92.816,  93.264,  99.120, 113.380, 132.664, 147.907, 159.286, 167.658, 174.979, 179.083, 180.617, 182.579, 181.226, 176.724, 169.680, 160.625, 147.760, 140.574, 137.255, 128.287, 115.838, 105.826,  98.852
TOU-GS      , 07/16/2015,  94.222,  92.078,  92.523,  98.364, 112.725, 132.193, 147.459, 158.429, 166.258, 173.086, 176.930, 178.099, 180.272, 178.991, 174.947, 168.563, 159.808, 147.298, 140.269, 136.991, 128.234, 115.572, 106.006,  99.272
TOU-GS      , 07/17/2015,  94.399,  92.131,  92.358,  97.990, 111.221, 128.989, 142.668, 152.923, 160.404, 167.113, 170.938, 172.224, 174.259, 173.089, 169.409, 163.579, 155.498, 142.834, 135.411, 132.413, 124.077, 111.503, 101.376,  94.393
TOU-GS      , 07/18/2015,  90.557,  88.033,  87.203,  88.925,  94.195, 100.705, 106.655, 114.193, 120.555, 125.866, 128.962, 129.999, 128.655, 127.400, 126.293, 124.821, 122.289, 119.034, 116.001, 114.572, 108.568,  99.275,  91.421,  86.383
