,MedInd,LarInd,Agri,Residential,Full
0,27.36214694419789,154.6070217630036,11.669318211887745,14.881650180910782,208.5201371
1,26.497136648691928,151.9304946154276,11.582263277787533,2.1921108580929456,192.2020054
2,26.055336977706425,149.38415350750319,11.42398157942351,0.0,182.8274584
3,26.252071052794633,149.39412440360368,11.348797772700596,0.0,175.41173590000002
4,27.8975114823907,153.75215851997373,11.390346718521153,0.0,169.6798967
5,31.84210714226963,162.66820906506882,11.75241610352886,0.0,165.99099919999998
6,37.99632079195821,173.90484457996425,12.330144302557551,0.0,166.68925149999998
7,41.96229385527192,177.30435575988253,13.60035493192885,0.0,157.1408394
8,45.141640435673885,179.37416328625005,14.688541608181522,0.0,157.53238100000002
9,46.33102959199459,181.19394588964516,15.40674481450829,0.0,161.9059507
10,47.37356528124157,183.4151981586709,15.814320187795648,0.0,169.96375940000001
11,47.770751240711,184.00084720698777,15.665931095579376,0.0,174.4498811
12,47.8051409766713,183.1774016931802,15.67582370172713,0.0,184.2763495
13,48.17103537459126,183.05229516663647,15.491821227378951,0.0,187.8979181
14,47.222374369992664,181.41989015788437,15.1594296608145,0.0,187.3816122
15,44.949243804760826,178.49390247768127,14.29481588350101,0.0,181.0922434
16,42.77959226485099,175.778620526394,13.71115212078367,0.0,185.7135943
17,41.87523515432738,175.70336848035265,12.803010876420073,0.0,193.92873830000002
18,39.07014804275467,171.39255502287352,12.884130246831639,0.0,204.5918966
19,37.12790250460033,167.62035808493542,12.676385517728855,20.35994469273544,237.78459080000002
20,35.585011648003004,164.26148300987947,12.237153804768683,30.51970943734881,242.6033579
21,33.17122396451912,159.44779775472898,12.090743233781964,30.771445846969954,235.4812108
22,30.321213323989262,153.32924202122132,11.811771740415368,40.18387811437401,235.64610519999997
23,27.920747790471978,149.44849400686854,11.766265752135713,17.026621650523737,206.16212919999998
24,26.269420829495335,146.56765755429032,11.74648053984021,4.915223876374142,189.49878280000001
25,25.43632173042099,144.0446445806387,11.475423131391814,0.9348799575485316,181.89126940000003
26,24.965709037414705,141.66235293308446,11.463552004014515,0.3230287254863242,178.4146427
27,24.905294636403365,140.69780983294936,11.311205869339137,0.9123026613081038,177.82661299999998
28,25.545687287123567,142.34507712079468,11.50510094983507,1.2436215422466717,180.6394869
29,27.336122279146853,145.73461740461252,11.657447084510448,2.0396858317301962,186.7678726
30,29.903579413408295,149.00714075683598,11.985881608615793,9.022787921139923,199.91938969999998
31,30.28062723920729,144.63781883355972,12.609115795924145,28.166977031308846,215.6945389
32,31.29713826340322,142.63667879920496,13.394588724055618,45.16501641333622,232.4934222
33,32.04131975688651,143.5664178280459,14.057393335954977,60.172222779112616,249.8373537
34,32.6820222250478,144.89348765998523,14.308665532107865,69.44814808285909,261.3323235
35,32.8257775177107,145.5009598016541,14.728112032772527,75.70567794786268,268.7605273
36,32.60054023804277,144.54262499531737,14.280966234894159,85.04072753174569,276.464859
37,31.990199879107685,143.98745302564734,13.687409866029062,95.9230023292159,285.5880651
38,31.439654286301774,143.6625523168637,13.42030950003977,85.35795679679472,273.8804729
39,31.013965122252632,143.5568231921756,12.801032355190527,72.56373453038117,259.93555519999995
40,31.02945599430683,144.41055765451483,12.011602384599948,84.25820106657841,271.7098171
41,32.13488462409382,148.04259765670093,11.479380173850915,78.46298914535433,270.1198516
42,31.677594081054135,147.91655047958167,11.471466088932715,83.69848895043148,274.7640996
43,30.956648895652137,146.32327653477103,11.25185023245263,102.22290813712422,290.7546838
44,30.019141318932547,144.30614544063246,10.935286835724582,101.76943870471041,287.0300123
45,28.391050666037195,141.84596792542538,10.769091052442352,95.3554706560951,276.3615803
46,26.40357178148461,137.885829002499,10.575195971946423,96.99767734407001,271.86227410000004
47,24.87617179694149,135.50729995724674,10.205212502020514,76.15061434379126,246.7392986
48,23.74162032769261,131.57067729870832,10.205212502020514,91.89044027157857,257.4079504
49,23.272556721891746,130.37398163653566,10.130028695297602,77.40158794627499,241.17815499999998
50,23.08325826538954,128.85558347753616,9.946026220949424,69.67768303612488,231.56255099999998
51,23.08914479677013,128.0379699972968,9.910412838817516,68.87752936711553,229.915057
52,23.4609257260707,128.87684218054284,10.151792428822658,72.17324316456384,234.66280350000002
53,24.37426754238573,130.99575166695234,10.42680687973015,60.12349651093177,225.9203226
54,25.869136695615065,133.08474846506041,10.891759368674473,75.90964927065005,245.7552938
55,26.026833773126718,129.4246770757239,11.010470642447494,80.57436440870188,247.03634590000001
56,26.68457620054762,127.87392053692666,11.390346718521153,87.15857944400457,253.10742290000002
57,27.179044836517367,128.64845222080731,11.839471037629073,87.89901670504628,255.56598480000002
58,27.738884952555786,129.83912771929667,12.306402047802946,110.90782428034458,280.792239
59,28.259688071017667,130.93667881080987,12.650664741744702,118.68896487642778,290.5359965
60,28.45611232866478,131.4418081698625,12.583395019939994,119.27064558153276,291.7519611
61,28.51590709479396,132.1928235893552,12.061065415338708,121.43461800051213,294.2044141
62,28.546579021461252,132.96923657438694,11.797922091808514,128.1771906123433,301.4909283
63,28.612879953853188,133.85570567675416,11.364625942537,115.54311832685562,289.3763299
64,29.072649036421545,135.97800150523545,10.917480144658626,107.3630078136843,283.33113849999995
65,30.535297175778165,140.97831183456853,10.962986132938285,98.71566225671498,281.19225739999996
66,30.292710119409552,141.41138735953652,11.087632970399952,94.51535585065398,277.3070863
67,29.489353494679253,140.0965459850789,11.085654449170406,115.8187047710714,296.49025869999997
68,28.145675252698823,139.08384157547738,10.953093526790534,107.93472534503329,286.1173357
