Name,Date,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
Segment:GL,1/1/2009,56.9862,56.1327,55.0365,54.3603,55.1831,57.4111,59.0095,59.1283,60.0033,61.1837,61.4742,61.6748,60.4069,59.3225,58.7293,57.5783,58.0335,62.2599,62.03,60.9966,59.3942,57.8716,55.8397,54.2027
Segment:GL,1/2/2009,53.6625,52.9407,53.0278,54.7327,57.8458,61.333,67.5155,72.3579,74.4911,77.562,78.5802,77.4276,76.3064,74.7522,69.2381,66.5914,65.9091,68.7923,67.5798,65.5743,63.0573,59.4355,55.8378,52.8461
Segment:GL,1/3/2009,51.3278,50.6429,50.7692,50.6437,51.2651,52.6243,55.6941,58.3813,58.3167,60.9237,61.1201,60.741,60.5473,58.7581,56.6722,55.5342,56.4115,60.7175,61.3659,60.885,60.3634,57.6951,55.5167,54.1277
Segment:GL,1/4/2009,52.1014,51.5188,51.8021,51.6027,52.107,53.1268,55.9425,57.0347,58.3249,59.1142,59.2809,59.682,59.5719,58.3203,56.9915,55.9828,57.7871,61.3426,60.1187,57.84,55.2429,53.8826,51.6739,50.597
Segment:GL,1/5/2009,49.0942,48.657,48.7347,49.6595,52.28,58.491,66.3418,74.2821,79.6035,82.8461,83.4079,81.3755,80.3083,78.8066,75.655,73.3931,71.6708,72.954,70.9418,67.5282,64.6895,59.6644,55.6972,52.3523
Segment:GL,1/6/2009,49.8613,49.4616,48.7528,49.8706,52.0286,58.0489,67.0746,75.1821,80.6254,83.6408,85.0484,85.3212,84.7575,84.2571,82.2964,79.8451,78.9245,77.9533,74.4707,71.9684,68.4892,62.9294,59.0258,55.21
Segment:GL,1/7/2009,52.7914,52.1561,51.7612,52.7349,54.1824,60.2171,71.003,78.6014,83.384,85.9166,85.0049,85.679,85.8766,84.3694,82.2436,79.4537,77.2016,76.9966,73.7679,70.7075,68.0305,62.3832,58.5478,54.2332
Segment:GL,1/8/2009,52.6602,52.1116,51.572,53.0589,54.6543,61.1001,70.3095,76.9779,81.8319,84.2172,84.6477,84.158,82.1467,80.9645,79.1016,77.0878,74.7871,77.676,75.1893,72.2231,69.3123,64.3504,60.323,57.0115
Segment:GL,1/9/2009,55.413,54.9274,54.8174,56.8139,58.6331,64.4898,73.9561,82.1691,87.1844,88.9793,88.6035,87.933,86.8292,84.1559,80.487,77.4279,74.8295,76.9753,74.7732,72.281,69.2042,64.7295,60.1623,57.7271
Segment:GL,1/10/2009,55.6717,54.2722,53.7322,53.4422,53.702,54.4823,57.4145,60.0474,60.7373,63.4333,64.5144,64.0802,63.1073,61.2974,60.6805,60.4861,63.2189,65.0048,64.4568,63.8574,62.4786,59.6323,56.3493,53.9181
Segment:GL,1/11/2009,51.9228,51.0328,50.7788,50.565,50.4808,51.5063,53.5496,55.0785,57.1699,59.83,61.3304,61.6781,61.0324,61.0397,61.0626,60.5184,61.502,64.8611,64.3052,61.0928,58.8023,57.7964,55.3887,54.2155
Segment:GL,1/12/2009,53.2963,53.5857,53.7802,55.7206,58.5014,65.7937,74.1739,82.3498,87.9664,88.7903,88.2996,87.9457,86.9151,84.2382,81.6612,77.4686,75.744,77.1012,75.1121,72.0042,69.6565,65.0998,60.3466,57.3042
Segment:GL,1/13/2009,55.3846,54.7437,54.8536,55.9416,57.3516,64.2866,73.2513,80.9199,86.0235,88.6202,89.1904,88.3549,85.4663,84.8556,81.4879,78.5248,76.7465,77.9075,74.6805,71.9237,69.1994,63.8911,59.5613,56.2275
Segment:GL,1/14/2009,54.6212,54.5114,55.2058,57.5355,60.3845,67.77,77.169,85.4002,91.185,93.4893,92.7844,91.0466,89.9801,87.5003,85.3019,83.0501,80.5151,82.4231,80.2749,76.9963,73.8747,68.1439,63.786,59.545
Segment:GL,1/15/2009,57.5345,57.5548,57.9153,59.1328,61.2584,68.5752,76.6414,83.7288,89.4925,93.1884,93.6658,92.3553,91.8973,90.351,88.3302,85.8482,84.7291,86.7858,85.9805,83.1853,79.9984,75.5147,70.6017,66.2108
Segment:GL,1/16/2009,64.2773,64.2874,65.2302,66.6741,68.9626,75.0376,84.4398,93.3236,98.5308,102.5109,101.4598,100.449,98.394,96.1761,91.0778,87.4298,85.8959,88.558,86.1879,83.8824,81.3334,76.7093,71.5216,69.125
Segment:GL,1/17/2009,67.2753,67.098,66.7897,67.2424,67.5869,69.3179,73.7305,76.6243,76.346,76.8058,75.9953,74.3193,73.3786,72.5736,72.0516,70.9779,72.0327,75.5085,75.7142,75.6144,73.5995,70.0214,67.2579,63.7746
Segment:GL,1/18/2009,61.9106,61.2274,60.5649,59.7161,59.9185,60.8632,63.0231,63.891,65.4055,66.5889,67.6841,67.1271,67.1479,66.6652,65.9657,64.9743,64.6163,68.0828,66.0254,64.7133,61.4456,58.9483,58.4648,57.8038
Segment:GL,1/19/2009,57.1662,57.5765,58.1802,59.0056,62.3183,66.7982,72.9964,76.6523,78.7366,80.8693,81.9727,81.9625,80.7646,80.3097,78.3202,74.6178,73.0453,75.9361,74.7617,72.0374,70.2079,66.7788,64.0016,60.8608
Segment:GL,1/20/2009,59.3588,59.3544,60.05,61.7389,63.5279,69.1513,76.6741,81.1352,84.9181,86.8011,88.0416,86.2073,84.8711,84.5809,81.5048,80.1868,79.517,82.0202,80.4175,77.5794,74.852,69.8925,66.4777,63.1836
Segment:GL,1/21/2009,61.3605,60.7095,61.006,63.2761,65.9105,71.942,79.8575,89.0392,94.0222,96.3127,95.9143,94.0317,92.0712,89.9918,86.2526,82.4048,79.7781,82.0835,79.8771,77.3459,74.144,69.3618,65.0259,61.0245
Segment:GL,1/22/2009,59.5652,59.0953,59.41,61.0709,62.9573,70.4058,77.8564,84.7035,89.0707,90.6265,89.3821,88.5579,86.7327,84.5477,80.8335,76.9304,75.3179,76.2732,74.448,72.1408,69.4599,65.0932,60.7029,57.4959
Segment:GL,1/23/2009,56.932,56.5528,56.5274,57.4481,59.6557,66.0504,73.8908,81.7706,85.4053,87.4859,86.8869,84.7956,82.7362,81.3113,78.2049,74.0872,72.2783,74.2182,72.6483,69.7586,67.431,62.7574,58.484,55.0026
Segment:GL,1/24/2009,52.6109,51.8242,50.4141,50.6747,50.6323,51.4247,55.8942,58.8957,59.3609,61.1667,63.3401,63.4116,63.341,62.6015,60.7754,61.2526,61.7897,66.3776,68.7164,68.7897,68.0987,65.3161,62.2568,60.499
Segment:GL,1/25/2009,59.8829,60.2235,59.6134,58.9974,59.7426,60.7103,62.8064,63.5891,65.7075,66.646,66.8799,66.3724,65.9209,64.7655,63.6397,63.0701,63.3311,67.267,66.433,63.9488,61.5583,60.52,59.7592,58.6522
Segment:GL,1/26/2009,57.7766,58.0407,58.1186,60.0779,62.5197,67.7051,76.2443,84.2734,89.6305,93.973,93.1332,93.7727,91.6441,90.7354,88.422,84.7752,82.4945,83.2015,80.166,76.9945,73.7277,68.639,64.0047,60.3386
Segment:GL,1/27/2009,59.1748,57.8726,58.0546,58.9473,60.2422,66.1561,75.2841,81.929,85.4663,88.2807,89.1745,88.803,87.6767,85.57,83.0996,81.4208,79.3324,79.6205,77.6906,75.4769,72.4841,68.0458,64.379,61.8098
Segment:GL,1/28/2009,60.1774,59.647,58.9546,60.435,61.871,65.8281,71.4916,75.3641,77.3718,80.798,81.0689,81.2167,81.3323,81.0489,78.9702,77.5346,76.3167,77.084,75.8062,73.704,71.6317,66.2488,63.5365,60.0912
Segment:GL,1/29/2009,59.0862,58.3707,58.494,59.8835,62.5076,68.8363,75.941,80.5165,83.6051,87.4337,88.6956,87.9425,86.871,85.8343,82.5738,78.3713,76.6216,78.038,77.4733,74.4132,72.2528,68.1845,64.5103,60.6326
Segment:GL,1/30/2009,59.3517,59.0047,58.963,60.2156,63.1832,68.0666,75.5458,80.6752,85.7726,87.7735,87.4059,86.8251,86.1546,84.9332,80.0095,77.7013,75.7552,77.3169,76.6991,74.9264,72.2709,68.4558,64.014,61.4388
Segment:GL,1/31/2009,60.2462,58.8977,59.2827,59.098,60.6022,60.9677,64.4662,67.8417,68.2579,70.1897,70.4518,69.6609,68.7553,67.5843,67.1221,65.8571,65.4502,69.6072,71.1509,71.0407,69.7638,66.8884,64.0489,61.9184
Segment:GL,2/1/2009,58.9931,58.1238,57.8169,57.9973,58.1431,58.6666,61.0175,61.1002,61.9691,62.0257,61.6433,60.6928,59.847,58.3225,57.1553,55.9451,55.5963,58.2519,59.4764,56.7247,54.7748,53.6398,51.9293,51.051
Segment:GL,2/2/2009,50.5854,50.3071,50.7301,52.0695,54.6343,59.7857,67.7953,75.5056,78.6565,80.0689,80.4402,78.4,77.6611,76.6727,74.8376,71.4533,70.0694,72.0244,70.7948,68.2975,65.2871,61.2468,57.9756,54.4332
Segment:GL,2/3/2009,52.8112,52.3373,52.3711,53.9279,55.4071,60.0822,68.5442,77.686,83.1581,86.4358,87.572,87.0394,86.9251,85.0403,81.8247,78.0121,76.7386,77.4185,76.4306,72.9751,70.7,66.0253,62.7124,59.524
Segment:GL,2/4/2009,57.7143,56.7717,56.8084,58.4356,60.4406,64.7073,72.3628,78.9566,83.2014,87.4102,88.0757,87.8034,86.9464,85.7403,83.2653,80.5473,78.526,79.5901,79.0434,77.1717,74.8525,69.788,65.843,62.5845
Segment:GL,2/5/2009,61.2333,61.0887,62.3151,64.6364,67.3049,73.3143,81.8843,89.1421,95.0981,97.4722,97.7433,96.7973,94.8071,93.5474,89.8683,87.1424,84.224,84.8588,83.8573,82.5524,79.2684,73.9451,69.7634,65.9964
Segment:GL,2/6/2009,64.1798,64.0835,64.0596,65.0912,66.8672,71.2954,80.0894,87.2897,91.2603,93.5366,92.9064,89.6349,88.1315,85.694,81.2066,77.3293,75.7231,75.0524,75.1648,73.1943,70.8304,67.2548,63.6272,60.0347
Segment:GL,2/7/2009,57.8343,57.3832,56.8291,56.6762,57.8916,59.2696,61.3727,63.183,63.55,63.3875,63.8006,62.3759,61.14,59.9201,58.8835,57.4638,56.8433,60.113,61.4169,60.9932,60.0908,57.1319,54.3208,52.0453
Segment:GL,2/8/2009,50.0903,49.5887,49.0617,48.8003,48.6164,49.368,50.8284,50.6959,52.1961,52.7361,53.906,54.1864,54.3729,54.0714,51.9822,50.8301,51.0637,54.6545,55.9069,53.8024,51.7138,50.7228,49.9161,48.9788
Segment:GL,2/9/2009,48.4203,49.0821,49.6272,51.2027,53.8556,59.1542,69.0396,75.8125,79.6807,81.6024,81.6561,80.7029,80.2666,78.4967,74.8111,71.3182,69.0354,68.8031,69.2484,67.0835,65.6314,60.4242,56.7901,53.3156
Segment:GL,2/10/2009,51.8694,51.4167,50.7916,52.3582,53.8332,58.1294,66.4727,73.9793,78.4598,80.2673,79.8509,78.9443,78.6732,77.7517,74.2829,71.1954,68.6674,68.5618,67.5232,64.4306,61.8996,56.6734,53.2903,49.5997
Segment:GL,2/11/2009,47.1223,46.7344,46.5069,46.7011,48.2501,52.8332,60.2562,67.0776,72.5123,75.2928,75.9461,75.4248,75.1815,73.8496,71.5984,69.8981,66.621,65.4276,65.616,63.2232,60.2863,55.5155,50.5328,46.8652
Segment:GL,2/12/2009,45.0414,44.2906,43.5269,44.58,45.3292,49.9639,57.6426,63.3235,68.5818,72.7509,73.9534,73.2326,72.6052,72.3887,70.6332,67.7121,65.2846,65.368,65.8067,63.7285,61.5906,56.9798,51.8611,49.0267
Segment:GL,2/13/2009,47.1733,46.657,46.031,47.1893,48.9194,53.536,61.5012,67.8226,73.5647,75.0315,75.0841,75.1522,74.7796,73.3083,70.5431,67.6264,65.8747,65.6407,67.5549,65.3377,63.4263,59.6709,55.2709,52.3682
Segment:GL,2/14/2009,51.4356,50.0459,49.227,49.0735,49.9001,51.0636,53.7149,54.6246,56.047,57.3568,57.8218,56.9283,56.9908,56.7636,56.5951,56.6718,57.254,59.7711,60.8141,60.3991,58.7943,56.8142,54.025,52.7002
Segment:GL,2/15/2009,50.6755,49.7537,49.5851,49.7447,50.0752,51.2812,54.3441,54.5796,54.6069,55.9955,57.345,55.9017,55.9324,55.2941,54.2175,53.1647,52.9346,56.0385,58.5144,54.7289,53.0638,52.3439,51.0396,50.0845
Segment:GL,2/16/2009,49.4648,49.2203,49.3828,50.2143,51.9192,56.8204,63.5549,66.7591,67.4031,69.5064,69.6921,70.3742,69.857,69.044,67.3541,65.7254,64.2203,65.049,67.1659,65.797,64.1288,61.0848,58.038,55.5341
Segment:GL,2/17/2009,54.2655,54.0969,54.1877,55.3883,57.0952,62.0938,70.5439,76.7539,80.194,82.9406,82.4119,82.5293,80.9639,79.6205,76.4811,72.6558,69.8364,70.1907,71.7052,69.33,67.5423,62.1796,58.7543,55.6703
Segment:GL,2/18/2009,53.7243,53.1133,52.8826,54.0301,55.4962,60.4442,67.4491,74.7688,80.6172,84.3719,85.277,86.8676,86.3544,83.538,81.1404,77.7724,75.422,74.6754,73.1281,69.3902,65.7695,59.6828,55.9972,52.0247
Segment:GL,2/19/2009,50.7524,49.5184,49.1303,50.1633,52.3889,57.0901,63.4686,69.6295,76.2751,78.6683,78.5237,78.2669,77.3573,77.2442,74.9606,72.7768,70.7048,71.2003,72.5713,70.8698,68.9641,65.4971,61.0916,58.437
Segment:GL,2/20/2009,57.0106,55.9102,56.1607,57.9684,59.7064,64.7262,72.5594,79.6117,84.452,86.799,86.7955,85.5916,84.4697,83.0451,78.3409,73.9519,72.0646,72.3183,72.4537,70.67,68.5537,64.6186,60.3431,57.4885
Segment:GL,2/21/2009,55.6181,55.1318,54.6515,54.6743,56.1776,57.6795,61.1769,60.4799,61.0923,62.2349,62.1008,60.3468,59.2569,59.1028,57.1236,56.8353,56.7619,58.5229,62.7064,62.8814,61.7835,59.0489,56.2079,53.7032
Segment:GL,2/22/2009,51.8005,50.8126,49.9888,49.6402,49.6782,50.5553,52.7456,52.9137,55.0759,57.0936,58.9904,59.8464,60.2473,59.0812,57.5683,56.2104,57.5041,60.757,63.0861,60.4713,58.8036,57.5104,56.5751,54.5609
Segment:GL,2/23/2009,54.0501,54.5417,54.4941,56.7011,58.3875,63.2733,70.8512,77.6562,81.618,84.6628,85.2614,84.9289,83.8859,82.4204,79.9971,75.9601,74.0797,74.6349,75.5704,72.4569,70.5583,66.0902,62.0255,59.3026
Segment:GL,2/24/2009,57.9795,57.2772,57.2777,58.8319,60.8958,65.8335,74.0042,80.7766,85.9115,89.3068,88.569,87.5803,85.2014,83.0811,79.8239,74.6828,71.6072,70.8628,72.6587,70.5506,68.4144,63.5234,59.9647,56.7751
Segment:GL,2/25/2009,55.5738,54.9561,55.292,56.8394,58.4468,64.8198,72.7387,79.832,82.6756,83.4491,82.4619,81.6293,80.9597,79.2604,75.6537,71.8939,69.77,69.4668,70.533,68.841,67.0205,62.0056,57.5324,54.7625
Segment:GL,2/26/2009,52.7166,51.647,51.7807,52.5481,54.52,59.3375,66.6518,73.5397,78.4493,82.0784,81.3581,80.6236,77.9386,75.6486,72.9185,69.3834,67.1491,66.2174,66.423,64.4872,61.8727,58.0336,53.8832,50.4603
Segment:GL,2/27/2009,48.7953,48.3316,48.3056,48.5686,50.0421,54.0697,61.0755,67.015,71.7175,74.4895,74.8067,74.89,74.2165,72.7191,69.2755,65.8475,64.1978,64.1528,62.7337,59.4761,57.6461,53.5617,48.8505,46.0542
Segment:GL,2/28/2009,44.1071,43.6357,43.429,43.7584,45.0491,46.3494,49.304,50.3249,52.2222,55.2262,56.8062,57.0249,57.2768,56.3466,54.9355,55.1712,55.6617,57.9538,60.1876,60.0293,59.1358,55.7851,52.8349,51.362
Segment:GL,3/1/2009,50.6084,49.7836,49.5439,49.6775,50.1949,51.3287,53.9255,54.2534,56.3205,59.149,60.4889,60.3368,60.4604,59.5371,58.0472,57.2563,57.7306,60.6122,61.375,59.4587,57.9544,55.8712,54.2793,53.7052
Segment:GL,3/2/2009,53.3846,54.5491,55.016,56.2561,60.4891,65.4814,72.1831,76.2859,77.9909,80.1754,79.8466,79.3306,79.44,79.6265,76.6558,73.2937,72.3791,72.2887,73.6903,71.3857,69.9538,66.3343,63.7528,61.6491
Segment:GL,3/3/2009,61.0033,60.9215,61.4503,62.9987,65.0178,70.9617,79.5215,84.6108,89.6996,94.5746,95.114,94.2732,92.6745,89.2944,84.4693,80.7997,78.5671,77.2778,78.684,75.7706,73.6888,69.3032,64.7814,61.8262
Segment:GL,3/4/2009,60.3121,59.6457,59.9495,61.9617,63.952,70.7172,77.775,84.254,88.0828,89.3401,88.1513,87.8114,85.9675,82.8531,78.9334,75.6926,73.8344,73.2845,74.9059,72.9392,70.8127,66.9389,62.2566,57.9932
Segment:GL,3/5/2009,56.2247,55.5117,55.9449,57.6216,59.9583,67.8703,74.063,79.2142,82.9841,85.7041,85.2795,83.5892,82.4293,79.371,75.6934,73.2156,70.9217,70.3249,70.1786,68.5811,65.2013,61.1039,56.4614,52.8987
Segment:GL,3/6/2009,51.1514,50.5726,50.6017,51.3473,52.7933,58.2775,64.9493,71.9048,77.8437,79.6072,79.4433,77.8414,77.1346,74.5192,71.1374,67.2937,64.8216,62.7413,62.3999,59.9576,58.1721,54.5754,50.7406,48.1972
Segment:GL,3/7/2009,46.0939,44.9017,44.2535,43.9112,43.6952,44.4208,46.6877,46.8614,49.3549,51.8549,52.8349,53.0909,53.0501,52.5913,51.8402,51.7192,51.4184,52.2254,53.8038,53.5571,52.002,49.3102,46.7736,45.0501
Segment:GL,3/8/2009,43.3371,42.0238,0,41.4317,41.3945,41.8387,44.1707,46.5535,46.9186,48.9672,49.7713,52.0299,52.824,52.2077,51.6733,50.4294,50.1914,50.0527,49.7949,49.0054,47.6906,46.3901,45.0652,43.7145
Segment:GL,3/9/2009,42.0522,42.0026,42.1089,42.8182,44.8565,48.708,55.2864,63.7768,69.1064,73.8361,74.6708,74.852,75.3173,73.9466,71.8339,68.1468,64.6652,62.8373,59.7815,59.3763,56.74,53.4685,49.7744,46.6486
Segment:GL,3/10/2009,45.2955,44.3641,44.2879,45.4704,46.5866,51.7958,59.8859,69.0524,74.2652,78.1741,78.1338,78.2447,78.2625,76.0743,73.4426,70.9393,68.6984,66.4322,65.0546,65.7852,62.6622,56.9337,53.4889,50.0117
Segment:GL,3/11/2009,48.0997,47.0273,46.7898,46.9749,48.4957,53.8122,61.2471,69.9101,74.9651,78.5663,78.4501,76.6154,76.2237,74.958,72.0646,70.3591,67.9821,65.6186,63.153,61.8072,59.6152,55.2912,50.7726,47.9221
Segment:GL,3/12/2009,46.325,45.7135,45.7288,47.0054,48.6986,54.6673,63.4231,70.8943,75.9764,80.0055,79.2012,78.8968,77.5492,75.56,71.9018,69.1484,67.6069,66.4805,65.693,65.2857,62.5487,58.1189,53.9198,50.2042
Segment:GL,3/13/2009,48.081,47.2409,47.2368,47.8166,49.8494,55.0244,63.3468,70.9247,76.3896,80.192,80.9306,80.093,79.783,76.9807,73.2085,71.013,68.7218,66.4143,64.8956,65.1812,62.9054,58.4935,54.2883,50.9444
Segment:GL,3/14/2009,48.6628,47.9861,47.7143,47.3012,48.4556,50.1313,53.5827,55.9367,57.01,59.6501,57.9461,56.7365,56.2799,54.783,54.4182,54.2131,53.8273,54.5368,56.2866,58.4459,58.0177,55.2523,52.0305,49.931
Segment:GL,3/15/2009,47.6913,47.1527,46.3474,46.0391,46.5513,47.5953,49.1218,50.8413,51.7357,53.968,56.083,56.3432,56.855,55.6394,54.4705,53.0149,52.5901,52.5737,53.3852,52.6213,50.6915,49.2702,48.1269,46.6674
Segment:GL,3/16/2009,45.3394,44.8043,45.4615,47.0311,49.6119,55.608,62.8568,69.981,74.4754,77.6066,77.6331,76.6795,76.4396,74.7011,71.493,68.8547,66.5647,64.5753,64.0896,63.2452,61.2711,57.2956,53.2981,50.9021
Segment:GL,3/17/2009,49.0667,48.1271,48.1655,49.4835,50.9693,55.2907,63.6141,70.0412,75.6194,77.7779,77.2788,76.7477,75.9763,74.1756,71.3586,68.7738,65.9955,63.4231,60.8619,60.9217,59.4947,55.5625,52.2895,49.9035
Segment:GL,3/18/2009,48.0742,47.4141,47.2625,48.4863,50.2233,55.7679,62.6847,70.5733,75.5748,77.9795,76.8645,75.641,74.564,73.523,71.2275,67.8412,64.737,62.6306,60.6201,59.9093,58.4887,53.8957,49.6461,46.391
Segment:GL,3/19/2009,44.1418,43.1472,43.633,44.184,45.6855,49.8258,58.1475,65.4738,70.3682,73.534,74.7628,75.7506,76.0467,74.9927,72.7256,69.1571,67.0315,65.0463,63.1029,62.7761,61.5534,56.847,52.4402,49.6851
Segment:GL,3/20/2009,47.4394,46.4811,46.4767,47.5832,49.5824,54.7086,62.6289,69.5964,73.7071,76.9312,77.2036,77.6659,76.5047,74.0081,70.9535,67.1343,64.5448,62.8651,61.3285,61.6086,61.6101,57.9977,53.7688,51.5445
Segment:GL,3/21/2009,49.3567,48.8069,49.4083,49.6316,50.5672,52.5015,57.0083,58.4894,58.3994,60.365,57.9063,56.8263,55.712,54.0054,52.7871,52.7303,51.7112,52.1111,53.103,55.9157,55.4161,53.8224,51.0971,49.9548
Segment:GL,3/22/2009,47.3918,46.9044,46.7555,47.0436,46.8741,47.822,51.1135,51.9151,53.3849,54.9697,54.4941,54.1128,53.3717,52.4233,50.4612,50.3427,49.3629,49.3477,48.9203,47.952,46.6945,45.9021,44.9185,44.2757
Segment:GL,3/23/2009,43.8132,43.4974,43.984,45.4471,48.7493,55.0856,62.7217,70.4213,74.559,77.9579,78.3088,77.2191,76.4184,74.7566,71.3958,67.5013,63.9355,62.4684,61.1576,60.5515,60.1713,56.2592,53.5913,51.2952
Segment:GL,3/24/2009,50.5712,49.5463,49.986,51.3253,53.2234,59.4882,67.7953,73.7701,78.1455,80.7232,81.7377,80.0372,79.3163,77.5278,72.7534,68.8754,66.5764,63.0923,61.2061,61.5108,60.8266,56.8631,53.5501,51.4752
Segment:GL,3/25/2009,49.7553,49.0184,49.1324,50.4351,52.5245,58.2412,67.1013,73.3574,77.9909,79.4273,77.991,77.7372,76.8435,75.3095,72.0518,69.4695,67.7006,65.4333,63.7915,63.4115,61.4467,57.1645,52.553,50.0907
Segment:GL,3/26/2009,48.2713,47.1038,46.8425,47.7423,49.444,54.2783,61.3348,68.0053,73.8979,77.9015,78.6171,77.5769,77.5669,76.6629,73.6269,70.2335,67.8526,66.2955,65.7857,64.5901,61.8201,56.4997,52.7335,48.985
Segment:GL,3/27/2009,47.1354,46.0819,46.0563,46.6257,48.3067,53.2799,61.9538,66.7817,71.5494,75.6151,75.0979,75.2797,74.7057,72.5139,69.0007,65.3579,62.7768,61.271,60.5201,59.2638,56.7994,53.2275,48.741,46.1288
Segment:GL,3/28/2009,44.4139,43.2866,42.762,43.0901,43.0439,44.4303,47.9269,50.1574,51.9395,54.5802,54.884,54.3004,55.4754,53.366,52.3985,52.1969,51.8634,52.4405,53.4759,54.4783,53.8357,51.6547,48.4776,46.3079
Segment:GL,3/29/2009,44.8051,43.2495,42.7957,43.029,42.9961,44.2156,46.2667,47.6695,48.5746,50.4184,50.9724,51.6715,52.8223,51.8862,49.796,49.3318,48.7838,49.5318,48.1786,47.5106,46.0945,45.7104,44.2133,43.611
Segment:GL,3/30/2009,42.6387,42.9404,42.5817,44.3231,47.2777,53.0309,60.7917,68.3426,74.0257,78.1287,78.7009,78.9776,78.4073,77.0041,72.8481,68.8077,65.5165,62.8116,60.4113,60.3001,59.6579,55.9203,52.9344,49.7494
Segment:GL,3/31/2009,47.7624,47.0081,47.3252,48.102,50.0973,55.6057,64.2739,69.9935,73.9635,76.9323,77.0949,76.5268,76.2536,74.3613,71.6212,68.522,66.1772,63.3064,60.597,60.7743,59.2326,55.1506,51.2761,48.6379
Segment:GL,4/1/2009,45.7623,45.8909,46.9925,47.9345,52.9695,60.3503,67.7074,72.8928,77.812,77.7223,77.2538,76.8685,76.2897,72.3932,68.9377,66.1397,63.7437,63.6072,62.828,60.2712,55.1338,51.1566,47.686,47.686
Segment:GL,4/2/2009,45.124,44.6211,45.4554,46.6607,50.4439,58.6066,65.0873,70.7158,73.587,74.2266,73.9085,73.537,72.6708,69.3264,67.303,65.0359,63.5196,61.4148,61.2813,58.6335,53.3992,49.7107,46.6964,46.6964
Segment:GL,4/3/2009,43.4691,43.3919,44.0784,44.953,48.8795,57.5909,64.067,69.1063,72.9859,73.4029,73.4308,73.0298,71.0417,68.8138,66.3064,63.8598,61.7829,59.1126,57.2448,56.5285,52.817,49.1696,46.3704,46.3704
Segment:GL,4/4/2009,42.6773,42.3184,42.2937,42.8585,44.2525,47.5095,47.8914,48.5543,53.0483,53.3941,53.7143,53.8703,51.7843,50.9149,50.4956,50.1873,50.0257,49.7856,50.5859,51.7851,49.7249,46.6553,45.2418,45.2418
Segment:GL,4/5/2009,41.3923,41.6068,41.6049,41.4321,42.7885,44.5194,45.0361,45.989,48.2309,49.0484,49.3832,50.537,50.3854,50.6885,49.8725,49.5219,49.555,48.9849,48.4402,47.3445,44.6281,43.4874,42.2834,42.2834
Segment:GL,4/6/2009,40.0175,39.7195,40.4948,41.8566,45.8349,52.3356,55.9611,59.7849,64.8617,67.6451,68.0084,68.3421,67.8325,66.3077,64.4009,62.5231,59.3772,57.1369,56.6104,55.7043,52.6109,48.2697,46.2597,46.2597
Segment:GL,4/7/2009,43.4908,44.5378,45.0883,46.34,51.0153,57.8081,61.4186,65.7896,69.5562,70.7799,71.1145,71.1931,70.1099,68.0954,65.7555,63.928,62.1466,60.1154,60.5599,60.3523,56.732,52.1244,49.001,49.001
Segment:GL,4/8/2009,46.8357,46.2547,47.1444,48.5605,53.4131,60.9146,65.0259,68.231,69.9317,70.3674,70.8363,69.6216,69.1273,66.6842,64.4799,61.6531,59.0011,57.5201,58.2529,58.3627,53.472,49.7129,46.5193,46.5193
Segment:GL,4/9/2009,44.3625,44.7894,45.8709,47.3174,51.6513,58.4471,60.7634,63.6137,65.4047,66.1308,66.2381,65.4354,64.8376,63.8046,61.5549,59.579,57.847,56.8068,56.6358,55.8642,51.7814,47.5133,44.7018,44.7018
Segment:GL,4/10/2009,42.4403,42.5754,43.3064,43.8586,47.3463,52.9028,54.3369,57.2434,59.5404,60.165,60.5159,61.2684,60.6384,59.5884,59.0683,56.7225,55.6421,54.7489,54.3378,54.2174,51.0417,47.0272,45.0364,45.0364
Segment:GL,4/11/2009,42.0705,40.7695,40.6771,40.234,40.8845,43.7959,45.0189,46.7154,49.7617,51.7245,51.3455,51.737,50.2039,49.8422,49.3823,49.6583,49.7493,49.4526,50.8007,51.9441,50.003,47.7774,46.1168,46.1168
Segment:GL,4/12/2009,43.9608,43.2285,43.1992,43.6681,44.5718,46.7224,46.5574,48.1918,49.3553,50.2617,49.1742,48.6492,48.0744,46.5389,45.1335,44.0404,43.4348,43.3575,43.441,45.449,45.0233,44.5522,44.0775,44.0775
Segment:GL,4/13/2009,43.5173,43.6489,45.3633,47.5495,52.1685,58.1004,60.7536,63.2914,65.0826,65.0774,64.5685,64.2141,64.5044,62.5772,60.1337,58.6565,57.5717,57.1645,57.8843,56.7503,53.8777,50.531,47.3367,47.3367
Segment:GL,4/14/2009,44.5528,44.1683,45.2323,46.0088,50.0333,57.2799,63.2546,69.4783,73.0692,74.468,73.2987,73.6905,73.3093,72.3554,68.8145,66.3352,63.2884,62.1544,62.0808,60.1834,55.6092,51.8965,48.5755,48.5755
Segment:GL,4/15/2009,45.4582,45.248,46.166,47.1412,51.1418,59.0411,66.0384,72.0978,75.1993,75.4041,75.1955,75.6303,75.9664,75.0703,71.1247,70.0946,66.9894,64.7259,63.8259,62.7913,58.0366,54.2835,50.3558,50.3558
