PROFILE,DATE,12:30am,1:00am,1:30am,2:00am,2:30am,3:00am,3:30am,4:00am,4:30am,5:00am,5:30am,6:00am,6:30am,7:00am,7:30am,8:00am,8:30am,9:00am,9:30am,10:00am,10:30am,11:00am,11:30am,12:00pm,12:30pm,1:00pm,1:30pm,2:00pm,2:30pm,3:00pm,3:30pm,4:00pm,4:30pm,5:00pm,5:30pm,6:00pm,6:30pm,7:00pm,7:30pm,8:00pm,8:30pm,9:00pm,9:30pm,10:00pm,10:30pm,11:00pm,11:30pm,12:00am
A10,3/30/2000,0.386113395,0.37685497,0.373754455,0.368825622,0.358481525,0.35582711,0.355073102,0.354722109,0.362732584,0.373290425,0.400363706,0.42719191,0.466973308,0.517156092,0.59167085,0.64409886,0.715018698,0.74870883,0.769480819,0.798699756,0.816865173,0.836301073,0.841132002,0.849975925,0.833894429,0.84720505,0.855615794,0.849481406,0.857278872,0.846185458,0.833821445,0.809579405,0.782132504,0.745982115,0.692393156,0.656487086,0.638272436,0.632952062,0.617290833,0.603891892,0.589599612,0.567995046,0.535985979,0.502406074,0.473389372,0.450174189,0.425661196,0.416889104
A10,3/31/2000,0.395863686,0.37995029,0.368626818,0.363113165,0.357563064,0.353734505,0.356499471,0.360632355,0.366192149,0.380866026,0.404115432,0.428421232,0.462806849,0.511165252,0.588889137,0.647569832,0.703925976,0.737040302,0.76156667,0.783605569,0.808396088,0.81481884,0.823187384,0.824276617,0.820578274,0.835239743,0.842711834,0.830569311,0.824114967,0.818964429,0.801279119,0.778415483,0.753612166,0.711446608,0.664786681,0.636182866,0.604677888,0.595643029,0.581343716,0.569468918,0.559600905,0.546710205,0.516924341,0.487431452,0.458462484,0.433252852,0.413984251,0.396782968
A10,4/1/2000,0.38266626,0.372906579,0.363153917,0.359760296,0.349948585,0.34737132,0.346723179,0.344166977,0.34275167,0.350725206,0.351929551,0.346647348,0.357961654,0.369633979,0.400233878,0.41853408,0.448795669,0.476513293,0.501346127,0.517899658,0.531362935,0.5407965,0.552481515,0.55750753,0.554814137,0.557867149,0.55386038,0.550506206,0.545188138,0.540924367,0.532438217,0.526655608,0.514733652,0.501039315,0.48875555,0.480148221,0.46752882,0.472671518,0.474656281,0.464629041,0.453280239,0.44383526,0.427329116,0.408497961,0.394017859,0.379827734,0.361722705,0.355878821
A10,4/2/2000,0.351367258,0.343704389,0.339197041,0.325601256,0.322428332,0.320917075,0.319720743,0.318117981,0.317742321,0.319856169,0.326192417,0.333380303,0.342467227,0.342837187,0.343557498,0.343644037,0.364190076,0.377168123,0.387716517,0.398804627,0.410435913,0.424177984,0.438115488,0.44415706,0.45170375,0.457257952,0.461467071,0.464930664,0.462465794,0.464935852,0.457851743,0.449475474,0.449282579,0.445834666,0.435355336,0.427661755,0.417021352,0.412636171,0.405425463,0.418830399,0.415984926,0.403052487,0.398910588,0.392577078,0.376763538,0.369534584,0.353934946,0.345135946
A10,4/3/2000,0.331851138,0.326538618,0.323649396,0.314089183,0.311506037,0.310061732,0.313552421,0.314450156,0.322086751,0.332253972,0.358828561,0.392308199,0.446142977,0.49227172,0.557364443,0.62084286,0.682949215,0.718847906,0.744166726,0.764116055,0.775072147,0.787068701,0.801899545,0.803179598,0.796321937,0.8172241,0.829265621,0.829238641,0.822287587,0.812185056,0.810304523,0.788429234,0.754826153,0.72082137,0.677491058,0.646764927,0.615425404,0.597802125,0.577723085,0.565867772,0.568358469,0.553379121,0.520994293,0.488147807,0.454797002,0.43982238,0.421359261,0.402285516
A10,4/4/2000,0.372974029,0.359953235,0.356538406,0.351986646,0.350955142,0.346695003,0.351279969,0.34701485,0.354029931,0.361331206,0.38809493,0.414859604,0.4535294,0.497585061,0.563888197,0.617818327,0.681455627,0.721318541,0.750254764,0.76370801,0.773035499,0.78922872,0.801775598,0.804160681,0.799695828,0.807274686,0.818139231,0.813787717,0.809596008,0.804557887,0.787899549,0.766760215,0.742863382,0.709359574,0.667432801,0.631404744,0.595491756,0.570500501,0.550403013,0.553005205,0.555763281,0.545688998,0.525010862,0.495352058,0.45976456,0.430831796,0.418405406,0.402453737
A10,4/5/2000,0.377065636,0.36653154,0.364791989,0.360277586,0.340447016,0.337764007,0.333834957,0.354944731,0.367906254,0.369519206,0.389072164,0.424013913,0.471716032,0.512240188,0.578492362,0.632967281,0.69246418,0.729843315,0.757924017,0.781925196,0.79229626,0.797961033,0.809161791,0.811807796,0.799260342,0.810876754,0.82694891,0.83484588,0.827423252,0.809458572,0.806614943,0.784047742,0.754721923,0.721069955,0.668616926,0.632292895,0.604765631,0.580115547,0.558761757,0.56794639,0.559378839,0.549892006,0.523193859,0.497435403,0.462182157,0.439329706,0.420947988,0.407880418
A10,4/6/2000,0.377184532,0.365276873,0.368819173,0.361121635,0.357277475,0.352642779,0.352387679,0.355595711,0.361161551,0.372706174,0.389077943,0.419622852,0.467439463,0.504251556,0.572667899,0.629533435,0.699035784,0.728493967,0.755652619,0.768913085,0.7913259,0.799698134,0.810869605,0.810492346,0.802686693,0.815513979,0.826282365,0.830669045,0.829568051,0.817274716,0.810269587,0.782205143,0.758623423,0.722607357,0.67719543,0.640550983,0.606391006,0.588542663,0.575946206,0.581421773,0.57378123,0.556649818,0.528331138,0.493158949,0.461550663,0.436343337,0.418900963,0.401076371
A10,4/7/2000,0.380620972,0.367116655,0.361194497,0.354829424,0.352702035,0.349509626,0.346387067,0.346311921,0.351763088,0.365625849,0.38453798,0.405787849,0.458353526,0.49347706,0.562094485,0.614697173,0.670685627,0.71056157,0.727140122,0.743347755,0.764240693,0.77718939,0.783453259,0.782950899,0.773836945,0.784483574,0.799227136,0.796081884,0.794026557,0.775031101,0.766094477,0.75054209,0.722116528,0.682983574,0.646258302,0.614747674,0.584815034,0.558746883,0.536872862,0.548155482,0.545869788,0.533385978,0.511434591,0.48843963,0.453599272,0.429612159,0.403513108,0.388535373
A10,4/8/2000,0.379128479,0.368228804,0.363411294,0.356772103,0.351458856,0.346335262,0.344535727,0.340395751,0.341235015,0.347421771,0.357425173,0.364509008,0.370653802,0.378366545,0.400759759,0.412869883,0.439278167,0.459237296,0.48478095,0.50143779,0.513572242,0.524526028,0.529683369,0.532058306,0.526980752,0.534349535,0.536308702,0.53267977,0.531198864,0.524695403,0.512433315,0.505718279,0.498929221,0.495226036,0.476684628,0.468278727,0.452141081,0.440445573,0.436730858,0.445045327,0.447013602,0.43850889,0.427402677,0.4143976,0.394025468,0.378698146,0.364165431,0.355891944
A10,4/9/2000,0.342191323,0.338538653,0.330540155,0.324974517,0.322685263,0.319131556,0.313167811,0.313551823,0.316143198,0.316063994,0.322022904,0.326333638,0.33366301,0.332831226,0.339163388,0.351139426,0.361731583,0.371069089,0.384725421,0.398311996,0.411275293,0.423014498,0.435635514,0.447877771,0.455235601,0.461994104,0.466422868,0.46895957,0.469858213,0.466847055,0.460962751,0.459471238,0.457829375,0.446762192,0.440070101,0.428995394,0.419412978,0.414130228,0.408251228,0.412554229,0.419296901,0.417582745,0.401997959,0.391830161,0.3808655,0.363983524,0.352302307,0.343022451
A10,4/10/2000,0.333441361,0.325259631,0.326928741,0.318061606,0.316978621,0.315031128,0.315644427,0.316091954,0.325664743,0.335116668,0.358109374,0.385419062,0.433119912,0.47980682,0.544466709,0.600632033,0.66570677,0.704226215,0.731517578,0.741065058,0.76585696,0.77653299,0.793930167,0.799580298,0.791633865,0.799771925,0.807251972,0.807362083,0.806988167,0.799141699,0.792302716,0.773126931,0.74760922,0.708876585,0.65245057,0.619661157,0.586495177,0.568250319,0.545314275,0.544095215,0.540323657,0.520239544,0.49302866,0.461159221,0.432690422,0.414884855,0.396541877,0.382378041
A10,4/11/2000,0.356186937,0.344009053,0.339132437,0.335006536,0.329981227,0.325852897,0.325901114,0.324842968,0.327792189,0.341462631,0.364442964,0.389703911,0.439692207,0.484155566,0.557956967,0.622476422,0.682713197,0.714814734,0.744684997,0.760766492,0.778530206,0.798216421,0.808438749,0.815297332,0.812715433,0.823420519,0.832502535,0.836603273,0.83418948,0.825753025,0.819394726,0.801531278,0.773752315,0.733705729,0.678185506,0.638221474,0.597322134,0.576803572,0.56149758,0.554817826,0.550621621,0.536700374,0.509930972,0.474305771,0.440541848,0.415446939,0.394059849,0.377067899
A10,4/12/2000,0.362927872,0.354747273,0.345465551,0.339782431,0.336450372,0.334240559,0.331650935,0.332049373,0.339570647,0.349488044,0.371411615,0.398131164,0.445561522,0.491943578,0.563856951,0.620526133,0.680600797,0.721868058,0.755031732,0.771569929,0.792261785,0.806241373,0.815620747,0.816904029,0.818138539,0.826614888,0.834106696,0.838222653,0.837234537,0.837166395,0.824907189,0.8052272,0.770876633,0.733974607,0.674055482,0.639901847,0.606299112,0.584997438,0.558761411,0.551159377,0.547225593,0.533156417,0.505440292,0.474029975,0.443619304,0.423399368,0.402905596,0.386798712
A10,4/13/2000,0.362134346,0.349830908,0.346982797,0.343510758,0.336019239,0.332455422,0.33015205,0.331054167,0.337438063,0.347574845,0.371374402,0.395263748,0.445255633,0.491416199,0.566006478,0.620570293,0.682195849,0.718297812,0.750813966,0.773125317,0.797527508,0.813564036,0.820695764,0.82856829,0.816407434,0.833161702,0.850006941,0.849401158,0.84564136,0.839475265,0.834335104,0.816466583,0.784610288,0.744962061,0.688903851,0.648215393,0.600424379,0.574534135,0.560851212,0.561787212,0.567873751,0.55720533,0.529793942,0.490765795,0.454989206,0.432022377,0.412731178,0.395426644
A10,4/14/2000,0.372862715,0.35844246,0.354542725,0.343810126,0.337004551,0.331474995,0.330806965,0.330952192,0.335662078,0.344002395,0.369459243,0.396108697,0.442556935,0.482015264,0.54842021,0.599719323,0.665577865,0.714119709,0.736888799,0.75464006,0.770616057,0.786382324,0.797163162,0.797645574,0.788051628,0.801340343,0.81461868,0.820044092,0.809116132,0.800555961,0.778430126,0.758274181,0.722577495,0.683513836,0.634640621,0.600409159,0.573229868,0.550148778,0.537648712,0.533462768,0.534170936,0.526632317,0.504107431,0.474808592,0.448324671,0.427863068,0.40600957,0.391983055
A10,4/15/2000,0.373241257,0.354231164,0.351006933,0.340383018,0.334615044,0.329833615,0.32609233,0.322809454,0.327565222,0.328938834,0.340060093,0.353223282,0.373140507,0.378475467,0.398932956,0.411069483,0.438645058,0.463581661,0.505540718,0.506762084,0.518467507,0.528752788,0.548534817,0.540924021,0.535417784,0.543533822,0.540127417,0.538471142,0.535626937,0.531355902,0.515557351,0.505099813,0.494874834,0.484334972,0.47158805,0.464717475,0.455016186,0.445701726,0.438734531,0.441095862,0.447467305,0.438258229,0.424075483,0.413411905,0.394287313,0.382436959,0.370781684,0.362154912
A10,4/16/2000,0.356475438,0.352900098,0.347533467,0.338532881,0.332645486,0.326431556,0.319986003,0.319576338,0.317710433,0.318592041,0.322590242,0.326148301,0.336102298,0.328607478,0.337970047,0.345539588,0.361826907,0.376768957,0.393608546,0.411685297,0.425411918,0.436263665,0.451799333,0.457893136,0.463308632,0.469535144,0.474499013,0.479727494,0.483139318,0.479331325,0.476626633,0.470703588,0.46439187,0.462809847,0.457253109,0.440749964,0.427041675,0.415662549,0.409555718,0.414909759,0.425315067,0.416168829,0.407019016,0.398182703,0.381095105,0.370877022,0.355883289,0.346593662
A10,4/17/2000,0.338065421,0.334660811,0.332743548,0.328771549,0.322369631,0.318719843,0.320237673,0.321984394,0.323926223,0.33449545,0.358914776,0.383251585,0.434589864,0.473092822,0.549749035,0.60925412,0.675478622,0.722096004,0.752164237,0.778882215,0.79819071,0.818712499,0.833858687,0.841623638,0.83203442,0.853163146,0.871765432,0.88155873,0.887777056,0.872314948,0.862851983,0.842941741,0.820791924,0.780754446,0.724510258,0.684169543,0.634741854,0.606538359,0.577856025,0.563736579,0.55147841,0.535196986,0.507915885,0.481658067,0.447570498,0.424146277,0.403301303,0.383893543
A10,4/18/2000,0.367393792,0.35567232,0.34980413,0.342667509,0.338435741,0.333822058,0.334151894,0.335144102,0.341154407,0.348182055,0.373703125,0.396141097,0.440190877,0.4817691,0.552404495,0.608111619,0.672291402,0.716707834,0.752836778,0.786948444,0.821226833,0.835398856,0.856461976,0.865722822,0.861713978,0.880923776,0.898181095,0.908971041,0.904717301,0.906181142,0.899904705,0.886415255,0.852422347,0.815116658,0.753938694,0.703708867,0.655164025,0.631575618,0.612839354,0.601627874,0.584347264,0.563275035,0.530277392,0.497946294,0.465332482,0.442649982,0.419978551,0.402623227
A10,4/19/2000,0.382555948,0.36820921,0.358872498,0.349831376,0.344391739,0.341735926,0.335410855,0.334053363,0.336536249,0.344955957,0.37000066,0.398429623,0.441041902,0.483786493,0.56262002,0.621665176,0.702630472,0.745214567,0.777052183,0.801460254,0.829595377,0.854765346,0.869707338,0.882520096,0.868407568,0.884856753,0.901005584,0.90207291,0.901676626,0.903010179,0.891333811,0.874208625,0.839172143,0.790295585,0.739562591,0.695706168,0.641765316,0.607797313,0.584573021,0.573223065,0.567146212,0.556670802,0.521899047,0.491551214,0.458330005,0.445713371,0.418296102,0.398966508
A10,4/20/2000,0.373933745,0.362718899,0.357249789,0.349504913,0.344497303,0.334822244,0.332800924,0.331214858,0.338085296,0.344370719,0.369188491,0.392854178,0.43620959,0.475462685,0.557048523,0.61190001,0.679073887,0.722495747,0.751896166,0.781139316,0.805589355,0.823510914,0.841363062,0.845245768,0.828236574,0.84557391,0.858603893,0.859264212,0.869002743,0.864076116,0.85766524,0.843489759,0.818983568,0.772917663,0.714644898,0.673161451,0.631707175,0.611164631,0.592280323,0.593249875,0.58060188,0.564379257,0.52955089,0.500480805,0.464594797,0.440672252,0.413851772,0.395320165
A10,4/21/2000,0.376147608,0.360136229,0.352497552,0.340910873,0.33206388,0.327166848,0.324513147,0.324754987,0.327343429,0.335083909,0.35767515,0.387778202,0.425782375,0.462535665,0.54212913,0.595676005,0.663425687,0.712084214,0.754856477,0.783947086,0.808766545,0.830926854,0.848670967,0.861481304,0.857966287,0.876083739,0.88593192,0.896911303,0.899768191,0.893450592,0.881142499,0.860864222,0.824907304,0.787668834,0.727279518,0.691242583,0.645364155,0.612932516,0.590732313,0.582540408,0.569632528,0.560839913,0.534433704,0.498190152,0.45678926,0.431811264,0.412716074,0.394827145
A10,4/22/2000,0.381585314,0.363935581,0.354059239,0.346073085,0.333910399,0.326721505,0.324367257,0.320815273,0.319589928,0.324394533,0.336068717,0.34387429,0.350410064,0.354138024,0.375836307,0.392619392,0.428198474,0.456769198,0.483134706,0.502666535,0.525344308,0.536218884,0.556509614,0.571881788,0.578610775,0.581402403,0.578306154,0.576543803,0.566450495,0.567930594,0.567010389,0.559666511,0.555291015,0.543079543,0.531034217,0.520557193,0.505637569,0.490893316,0.476114011,0.472495917,0.477898269,0.46335187,0.454527662,0.440832172,0.418981211,0.39477699,0.381176405,0.371180965
A10,4/23/2000,0.353841618,0.346166867,0.339788844,0.333138592,0.323198712,0.318488301,0.314623019,0.313400795,0.311624774,0.314597747,0.321090031,0.325386151,0.32900325,0.326506154,0.342026783,0.348140345,0.367527279,0.379431681,0.394428324,0.416615614,0.437638841,0.458565677,0.476663182,0.488558388,0.494935943,0.503806154,0.512395151,0.515154034,0.514511471,0.515692367,0.51788121,0.512074618,0.511154645,0.505962483,0.494253255,0.482066688,0.469191091,0.446200857,0.434682334,0.431915034,0.438685759,0.435352339,0.420755092,0.404062164,0.386530663,0.369169611,0.352682788,0.341321656
A10,4/24/2000,0.329153363,0.324616715,0.324221375,0.317991958,0.315241672,0.309126553,0.309846814,0.313022685,0.316437182,0.324483991,0.351055949,0.379920917,0.419486568,0.458386156,0.532244745,0.594175037,0.672796182,0.722926967,0.762151007,0.793625777,0.811391796,0.842488845,0.862420187,0.876922773,0.876621841,0.892992162,0.915036941,0.926545664,0.921358229,0.916536755,0.910752878,0.889571229,0.865026414,0.825010267,0.769141839,0.72404295,0.681265267,0.646338204,0.609468001,0.591162149,0.586414121,0.56849533,0.53078713,0.484725376,0.450382535,0.429095733,0.409969412,0.394597238
A10,4/25/2000,0.376701161,0.367045991,0.350739373,0.343574577,0.340255108,0.334624239,0.331916311,0.331939637,0.339164541,0.348986304,0.372448725,0.3991541,0.435381279,0.475453807,0.55849553,0.613949111,0.689494414,0.737793207,0.771298053,0.808501817,0.838774245,0.859682288,0.881923422,0.900298914,0.905104131,0.927415021,0.951507287,0.961234403,0.967445811,0.963709189,0.950338381,0.924586958,0.894438592,0.848319995,0.804101532,0.764351035,0.707229764,0.66855109,0.63971241,0.621416936,0.610580409,0.604128141,0.567304864,0.525123049,0.481976293,0.451394287,0.423731545,0.405833969
A10,4/26/2000,0.382364861,0.367140666,0.353993713,0.347075469,0.335547549,0.335126029,0.331267377,0.331437725,0.333425796,0.34205514,0.368418969,0.39408012,0.43196957,0.474489904,0.554807219,0.625734552,0.700903057,0.749885345,0.797985131,0.832315174,0.855869799,0.884888691,0.910830128,0.933805258,0.935064558,0.959216779,0.981361523,0.991442032,0.994802432,0.983620584,0.972038185,0.949809734,0.914695655,0.876917354,0.820502753,0.769417635,0.714032889,0.679632628,0.657597303,0.643198717,0.625479855,0.607050288,0.568797299,0.533050688,0.494803464,0.461613962,0.433196702,0.409512826
A10,4/27/2000,0.383990726,0.372433225,0.366649484,0.355132503,0.351802484,0.34469938,0.340128912,0.338254757,0.344461366,0.350886394,0.376545139,0.400689657,0.441436341,0.48488299,0.560730955,0.626730508,0.701745895,0.753211155,0.789615203,0.826608316,0.848675117,0.87540428,0.894165679,0.90294146,0.899182239,0.920412659,0.934505817,0.944467337,0.95478052,0.948717964,0.941176693,0.921995489,0.883096362,0.835830767,0.787261943,0.737199416,0.689431576,0.65969898,0.628236548,0.606606962,0.605053187,0.5902092,0.550588645,0.522603757,0.480983335,0.443853246,0.420585832,0.398301922
A10,4/28/2000,0.387924633,0.377153487,0.371045409,0.362313413,0.352033148,0.343879053,0.340909648,0.343362073,0.346698793,0.352068955,0.37454347,0.404447264,0.446964485,0.489760154,0.559373304,0.619114292,0.681169799,0.733961924,0.769867303,0.798682692,0.819369245,0.846380891,0.863858777,0.869113546,0.854392583,0.870312314,0.882943245,0.88992762,0.883686234,0.86993932,0.86196314,0.83508674,0.801373779,0.76799438,0.714877456,0.676720051,0.638519292,0.607298989,0.582445978,0.576178996,0.574400157,0.569413343,0.540861413,0.508388267,0.470005451,0.44146505,0.420304502,0.401955413
A10,4/29/2000,0.382662484,0.371816618,0.362620606,0.351775115,0.348217329,0.338354642,0.335381338,0.333351075,0.334893766,0.337507826,0.352478773,0.361415079,0.369895846,0.378965756,0.405698608,0.431334271,0.469627845,0.488883533,0.523023793,0.544380696,0.568820935,0.58029599,0.601417568,0.61295696,0.608632772,0.612473971,0.614669847,0.618007072,0.616341803,0.613537492,0.603306171,0.593568332,0.583458998,0.57180373,0.551549896,0.54110458,0.522805416,0.502792212,0.493936297,0.492856057,0.502312566,0.497228325,0.474548938,0.460656285,0.438970318,0.42111817,0.398508193,0.385958893
A10,4/30/2000,0.373898262,0.365768467,0.358947565,0.348852225,0.342273099,0.334093631,0.329213038,0.325914092,0.32915154,0.331392333,0.338890691,0.346078259,0.344957117,0.343926737,0.35759021,0.370964354,0.392679463,0.408929066,0.42604791,0.439431631,0.465026132,0.480724718,0.503799467,0.515366531,0.522329345,0.530341152,0.533602049,0.541642567,0.540654797,0.541508935,0.541228065,0.536556019,0.528757515,0.523301434,0.512317093,0.502088194,0.484707389,0.466400154,0.458130191,0.451732921,0.457692284,0.459185411,0.441618629,0.425211067,0.406478608,0.388771276,0.372585204,0.360859394
A10,5/1/2000,0.347518211,0.34473848,0.344391379,0.337089758,0.330005274,0.329245163,0.328514871,0.330964587,0.336810099,0.34701823,0.376024836,0.401745107,0.442689876,0.477595954,0.56028832,0.632269144,0.693077688,0.738885669,0.780274916,0.807771165,0.829398446,0.855845124,0.878610294,0.89210574,0.885768656,0.893887,0.913150759,0.922256757,0.923700536,0.916621039,0.901476697,0.879919057,0.856515706,0.817234246,0.749945646,0.710807389,0.663226795,0.634002324,0.606998403,0.590117883,0.582779885,0.571594923,0.535947585,0.500505248,0.468622896,0.441349866,0.420551819,0.403190385
A10,5/2/2000,0.38439774,0.373978049,0.365549931,0.362465983,0.353032844,0.345804387,0.341987733,0.344465012,0.352992748,0.359972266,0.385024507,0.413130805,0.449601727,0.491637919,0.572925939,0.630660026,0.704221373,0.755324016,0.790370529,0.818105794,0.838717056,0.85202099,0.870016686,0.88156438,0.877785673,0.896095906,0.908264486,0.91396189,0.915299363,0.908075395,0.89510779,0.877929221,0.850667952,0.811717056,0.75672917,0.704662393,0.663200161,0.630247484,0.607551494,0.61038244,0.592145076,0.581563822,0.546403047,0.518001583,0.481093561,0.452222828,0.425153878,0.405972444
A10,5/3/2000,0.388893263,0.375808167,0.370883911,0.362081186,0.352373483,0.34675872,0.343185672,0.344098482,0.35075669,0.358685475,0.381818147,0.414943427,0.450598721,0.492355658,0.571365708,0.628696708,0.700109567,0.750105682,0.785044044,0.81404887,0.832520291,0.856296291,0.873903082,0.886676293,0.872898479,0.889600054,0.909721525,0.919747151,0.913700276,0.907321914,0.899755623,0.874632581,0.83979303,0.804318295,0.752827439,0.709587521,0.668263418,0.641029014,0.608799956,0.592707392,0.584589278,0.581246403,0.550828007,0.51118001,0.47496563,0.454709374,0.428960026,0.409411709
A10,5/4/2000,0.390810922,0.377510908,0.367599291,0.361488857,0.352569081,0.352217137,0.346199367,0.345087002,0.35400783,0.364196936,0.384819505,0.410127257,0.455512665,0.499718791,0.579738748,0.637597935,0.70904792,0.752977328,0.781954943,0.809134004,0.838372427,0.853244086,0.866702636,0.88114861,0.876803668,0.89591062,0.91467248,0.926339047,0.937174191,0.923368013,0.91654229,0.895513644,0.862104497,0.817056455,0.765599496,0.72471722,0.68001865,0.648563367,0.621131224,0.6076578,0.597288812,0.589450299,0.552766189,0.517070656,0.473295518,0.449122774,0.431368053,0.412507958
A10,5/5/2000,0.3911318,0.376159945,0.366203448,0.353502962,0.346775712,0.340158652,0.337122099,0.334145206,0.340774949,0.350751955,0.373789383,0.401117648,0.440377547,0.489320056,0.565308109,0.626778242,0.69200575,0.73540432,0.773886524,0.797489113,0.825540759,0.843736845,0.862942839,0.884385755,0.883258243,0.894516535,0.91393122,0.92336317,0.91867037,0.914962112,0.898480643,0.879118649,0.845895711,0.809172283,0.750516378,0.711374316,0.665689936,0.642911507,0.614061758,0.590263737,0.588842441,0.585283034,0.553701613,0.522369815,0.479839565,0.451934695,0.430229357,0.409737891
A10,5/6/2000,0.390344766,0.380336781,0.367358892,0.356972256,0.349072555,0.341178252,0.338668523,0.336437934,0.341634326,0.343876546,0.357815591,0.364083525,0.367772355,0.380732733,0.395875101,0.418831437,0.454550492,0.484738866,0.522205052,0.54926743,0.565962779,0.580878252,0.597525868,0.611065127,0.613987505,0.617986549,0.624113442,0.621076572,0.62074451,0.621775748,0.614977235,0.612431079,0.603590845,0.590756065,0.569506851,0.560233092,0.542866354,0.529317294,0.51762882,0.509624391,0.515367453,0.508846812,0.48237004,0.466000527,0.437815249,0.418134106,0.399061514,0.38502873
A10,5/7/2000,0.373819037,0.365178386,0.361300594,0.351255295,0.343573611,0.33599811,0.330671978,0.328959502,0.330708247,0.332294392,0.335013591,0.340085999,0.333204767,0.332674354,0.348951282,0.358252245,0.382056125,0.396413088,0.422765798,0.445571438,0.476600805,0.497853132,0.520066018,0.53436683,0.54874005,0.551176326,0.555397667,0.561161598,0.562964765,0.562070733,0.56316135,0.556555964,0.550763439,0.543109175,0.536501367,0.531983707,0.525479093,0.501673116,0.479164487,0.46609807,0.471684555,0.471739092,0.457947673,0.438583258,0.415924625,0.399599847,0.382192185,0.370666262
A10,5/8/2000,0.351158515,0.343820071,0.345032515,0.338326235,0.335823454,0.332443553,0.329456074,0.330839595,0.336543044,0.342357188,0.371655163,0.39859582,0.441692882,0.492339631,0.576853727,0.636515389,0.721373308,0.768632216,0.811762368,0.846590505,0.874922905,0.897898496,0.918487275,0.935680718,0.927277584,0.933399174,0.956820512,0.964916604,0.963753579,0.9613836,0.95094451,0.92395996,0.897275418,0.851870294,0.79286849,0.750164254,0.701122587,0.665650273,0.634542502,0.615222592,0.608253091,0.602287847,0.569102958,0.518408935,0.477873365,0.459364125,0.436085989,0.420420378
A10,5/9/2000,0.386534353,0.376345577,0.36779922,0.361851978,0.364696946,0.357046343,0.352454243,0.351756307,0.358175664,0.369395792,0.393216759,0.421798897,0.462010592,0.514182637,0.599077797,0.659253464,0.742157404,0.791047913,0.831981728,0.864353411,0.887772329,0.908779183,0.925020253,0.93394477,0.926311721,0.936958927,0.950389805,0.949498426,0.947334256,0.937081951,0.934392017,0.905744157,0.880848601,0.841147221,0.79473046,0.753886233,0.689343487,0.657604106,0.637063176,0.622982356,0.612729474,0.601509346,0.563699337,0.525351226,0.495227189,0.46968953,0.444062053,0.429307769
A10,5/10/2000,0.405519663,0.389645937,0.3812571,0.373036579,0.364886189,0.357890702,0.358125668,0.357059754,0.363379586,0.372171697,0.390670984,0.421792671,0.46899439,0.524541017,0.60200398,0.666033182,0.746501308,0.799651437,0.840937953,0.869657644,0.897223188,0.923941397,0.937766253,0.946481387,0.938814901,0.946551258,0.95737418,0.958225551,0.950635854,0.944754202,0.923091294,0.901606755,0.876526489,0.840592631,0.787132462,0.747472705,0.697425512,0.672036244,0.63880904,0.633760772,0.621401025,0.616331888,0.576233532,0.54376396,0.506933765,0.481647228,0.455366927,0.436803381
A10,5/11/2000,0.414224535,0.401741418,0.388395515,0.378589664,0.369529287,0.364472048,0.363442677,0.361713662,0.37119006,0.378162753,0.395641605,0.425421258,0.465683799,0.518235179,0.596225637,0.664537749,0.751165859,0.799795792,0.844464384,0.874291756,0.894173289,0.911709171,0.931254836,0.933473081,0.920781502,0.933491183,0.94934992,0.950599996,0.951850994,0.942748454,0.930455927,0.905310055,0.882757728,0.837502032,0.779757568,0.740860517,0.69206755,0.659747291,0.630498491,0.620734364,0.619353308,0.609525304,0.573507509,0.538647319,0.502190925,0.476579244,0.455374652,0.430770687
A10,5/12/2000,0.411972277,0.396186525,0.38370492,0.375531535,0.364668907,0.3560754,0.355501057,0.357323998,0.364141189,0.370662853,0.399822721,0.425669267,0.460961368,0.507595122,0.588436357,0.663357314,0.735578076,0.78767483,0.824590923,0.855962614,0.876616307,0.893922628,0.904637399,0.917068862,0.910160123,0.926807047,0.937388186,0.938680346,0.93443583,0.928744307,0.911219609,0.886942058,0.862620923,0.82651377,0.779376619,0.731311768,0.685578502,0.655893294,0.625608645,0.613076294,0.608391566,0.598919722,0.571671251,0.533656355,0.495051473,0.468399907,0.44219282,0.427765409
A10,5/13/2000,0.408534165,0.396140174,0.383944729,0.372633889,0.365739051,0.355669661,0.348248669,0.345479884,0.348819091,0.35081831,0.363376639,0.373353955,0.386244966,0.39958163,0.421367908,0.446705868,0.493020244,0.524653204,0.555986616,0.577073373,0.60824871,0.62050365,0.634623557,0.641737644,0.63394479,0.639777208,0.635849189,0.636632072,0.630098979,0.632777383,0.61907094,0.60807357,0.605268221,0.590278725,0.573971012,0.567500642,0.548947589,0.532309774,0.51378543,0.507481783,0.515771923,0.51263555,0.497652396,0.473910986,0.450336761,0.430457996,0.415026716,0.402867251
A10,5/14/2000,0.388671477,0.379630781,0.372474113,0.361898904,0.354327778,0.343451948,0.340723915,0.339461524,0.343503422,0.34098999,0.34293607,0.345193459,0.338787008,0.344032834,0.363980382,0.377906436,0.393190124,0.412630752,0.432750378,0.4551949,0.480199184,0.494747428,0.515596668,0.528220566,0.536565589,0.543928031,0.549698303,0.554701604,0.555476647,0.553625515,0.5499839,0.546736378,0.547215908,0.54629259,0.531781126,0.510776924,0.489085883,0.469577459,0.457912045,0.45308423,0.455242173,0.455529153,0.439760926,0.425890526,0.408958006,0.393848599,0.378979923,0.368651636
